Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
125,Paraguay,2005,Developing,72.1,163,3,6.38,20.68037294,92,,42.8,4,96,6.7,96,0.2,157.145691,5795494
126,Peru,2005,Developing,72.8,148,13,4.44,411.5645653,94,,48.8,16,66,4.72,77,0.4,2754.7829,276141
127,Philippines,2005,Developing,67,223,65,4.22,105.7306982,49,118,2.1,84,9,3.91,89,0.1,1194.697155,86274237
128,Poland,2005,Developed,75,144,2,9.5,79.41502672,98,13,55.5,3,99,6.2,99,0.1,821.251569,38165445
129,Portugal,2005,Developed,77.7,11,,13.33,2813.985285,94,7,54.1,1,93,9.98,93,0.1,18784.9485,15333
130,Qatar,2005,Developing,76.6,84,,1.18,4582.476081,97,74,65.1,,98,3.1,97,0.1,51488.49529,NA
131,Republic of Korea,2005,Developing,78.7,84,2,9.03,,99,7,27.2,3,96,5.33,96,0.1,NA,NA
132,Republic of Moldova,2005,Developing,67.3,248,1,10.78,,99,6,48.3,1,99,9.15,98,0.1,NA,NA
133,Romania,2005,Developed,71.9,162,3,7.68,615.4030781,98,5043,53.9,4,97,5.47,97,0.1,4676.315183,21319685
134,Russian Federation,2005,Developing,65,327,18,11.57,625.5081805,97,454,55.3,20,98,5.21,98,0.3,5323.473877,143518523
135,Rwanda,2005,Developing,55.3,37,24,7.01,39.44666715,95,129,15.4,38,95,6.83,95,7.1,287.931877,8991735
136,Saint Lucia,2005,Developing,73.1,16,,12.32,,95,,39.6,,95,6.25,95,0.2,NA,NA
137,Saint Vincent and the Grenadines,2005,Developing,71.4,177,,6.04,,99,,44.7,,93,3.66,99,0.2,NA,NA
138,Samoa,2005,Developing,71.6,16,,3.63,287.4671305,41,,69.7,,55,4.47,49,0.1,2571.262348,179929
139,Sao Tome and Principe,2005,Developing,64.3,222,,5.27,10.8139134,96,,23.4,,97,1.4,97,1.6,81.86157,15563
140,Saudi Arabia,2005,Developing,73.1,11,9,0.05,1117.048134,97,373,6.2,10,96,3.42,96,0.1,13739.82945,NA
141,Senegal,2005,Developing,65,242,23,0.33,96.03725103,84,,19.5,40,84,5.35,84,0.7,773.8698713,11251266
142,Serbia,2005,Developing,73,135,1,9.6,503.1115947,65,2,53.9,1,98,8.7,98,0.1,3528.1318,744769
143,Seychelles,2005,Developing,72.2,185,,7.82,21.4653132,99,,3.1,,99,3.91,99,0.1,1192.5174,82858
144,Sierra Leone,2005,Developing,43.3,48,30,3.83,42.08892911,NA,29,19.2,47,67,12.25,65,2.2,287.6891942,5658379
145,Singapore,2005,Developed,82,69,,1.49,2356.731479,96,33,3.2,,96,3.74,96,0.1,29869.85398,NA
146,Slovakia,2005,Developed,74,141,,10.81,,99,,53.1,,99,7.4,99,0.1,NA,NA
147,Slovenia,2005,Developed,77.5,14,,11.14,2503.714258,NA,,54.1,,95,8.5,95,0.1,18169.1891,2474
148,Solomon Islands,2005,Developing,67.4,24,,0.9,25.31155956,83,,42.1,,9,7.83,89,0.1,88.874858,469885
149,Somalia,2005,Developing,51.6,334,50,0.01,,NA,,19.8,82,35,NA,35,0.9,NA,NA
150,South Africa,2005,Developing,53.8,498,55,8.69,709.3170967,79,615,43.6,84,75,7.77,79,29.5,5414.634326,476667.24
151,South Sudan,2005,Developing,51.9,383,28,NA,,NA,,NA,44,NA,NA,NA,3.9,NA,818877
152,Spain,2005,Developed,81,77,2,11.92,405.4475981,96,22,6.5,2,96,8.12,96,0.1,2651.71745,43653155
153,Sri Lanka,2005,Developing,74.2,138,4,1.97,97.76637062,99,3,16.6,5,99,4.6,99,0.1,1259.87591,19373
154,Sudan,2005,Developing,67,261,66,1.55,37.59039592,22,1374,NA,101,78,3.18,78,0.2,679.7539949,3911914
155,Suriname,2005,Developing,68.9,25,,4.47,418.9206608,83,,51.1,,84,6.78,83,0.6,3595.8855,498946
156,Swaziland,2005,Developing,46,63,3,5.08,372.1651473,95,,27.8,4,88,6.8,86,49.1,2873.862141,115873
157,Sweden,2005,Developed,85,66,,6.5,599.0392403,NA,13,55.3,,98,9.6,98,0.1,4385.35315,929572
158,Switzerland,2005,Developed,81.1,66,,10.15,10055.34981,NA,60,53.2,,94,1.86,94,0.1,54797.54663,7437115
159,Syrian Arab Republic,2005,Developing,73.5,127,9,0.92,116.2585943,83,375,47.6,10,83,4.11,8,0.1,1577.457182,18294611
160,Tajikistan,2005,Developing,65.5,194,10,0.37,19.83672308,81,,33.5,12,79,5.89,84,0.3,337.359236,6854176
161,Thailand,2005,Developing,72.5,177,13,6.26,321.1953005,96,3526,22.6,15,98,3.55,98,0.5,2893.651356,6542547
162,The former Yugoslav republic of Macedonia,2005,Developing,73.6,12,,1.75,,53,5,54.9,,98,7.95,97,0.1,NA,NA
163,Timor-Leste,2005,Developing,63.7,26,3,0.36,7.127144699,NA,203,13.5,3,55,1.5,55,0.1,478.331859,126484
164,Togo,2005,Developing,55,357,15,1.14,36.62174288,NA,38,18.9,22,8,5.17,82,5,372.1721837,5683268
165,Tonga,2005,Developing,72.3,15,,1.57,689.9440223,89,,69.4,,9,6.52,89,0.1,2594.74999,1141
166,Trinidad and Tobago,2005,Developing,69.5,189,,6.12,1187.949491,95,,37.6,,95,5.31,95,0.5,12323.1275,1296934
167,Tunisia,2005,Developing,74.2,14,3,1.37,379.5139945,97,15,52.2,4,98,5.57,98,0.1,3194.562243,112482
168,Turkey,2005,Developing,72.4,129,30,1.29,832.9552058,85,6200,57.6,36,9,5.45,9,0.1,7384.354661,679346
169,Turkmenistan,2005,Developing,63.3,248,6,2.85,2.19888585,99,,4.7,8,99,3.51,99,0.1,174.51475,4754641
170,Uganda,2005,Developing,53.2,446,99,10.09,44.52614001,64,22,14.5,155,59,9.36,64,8.7,315.788227,2854394
171,Ukraine,2005,Developing,67,278,5,7.31,217.4345257,97,2392,56.4,6,95,6.41,96,0.9,1828.717626,471515
172,United Arab Emirates,2005,Developing,75.3,92,1,1.79,3427.320332,92,29,56.6,1,94,2.32,94,0.1,39439.8197,NA
173,United Kingdom of Great Britain and Northern Ireland,2005,Developed,79,82,4,12.05,,NA,79,6.7,4,91,8.24,91,0.1,NA,NA
174,United Republic of Tanzania,2005,Developing,52.2,449,97,3.94,,9,23,18.1,149,91,4.66,9,10,NA,NA
175,United States of America,2005,Developed,77.5,112,28,8.52,,93,66,63.8,33,92,15.15,96,0.1,NA,NA
176,Uruguay,2005,Developing,75.7,123,1,6.35,152.5448405,96,,58.3,1,96,11.15,96,0.1,522.951116,3325612
177,Uzbekistan,2005,Developing,67.3,192,24,1.78,40.13342094,99,737,37.5,28,99,5.11,99,0.3,546.776852,26167
178,Vanuatu,2005,Developing,69.9,165,,0.88,337.2942846,61,3,44.9,,67,3.87,68,0.1,1886.433359,2937
179,Venezuela (Bolivarian Republic of),2005,Developing,73.6,158,9,7.92,,88,,56.5,11,8,4.69,87,0.1,NA,NA
180,Viet Nam,2005,Developing,74.4,136,29,2.7,,94,410,11.3,36,94,5.38,95,0.2,NA,NA
181,Yemen,2005,Developing,62.6,245,40,0.04,,8,6285,33.9,53,8,4.58,79,0.1,NA,NA
182,Zambia,2005,Developing,49.3,554,34,2.33,121.879331,82,45,18.4,55,84,7.56,82,17,691.3178164,1252156
183,Zimbabwe,2005,Developing,44.6,717,28,4.14,8.7174087,65,420,27.5,43,69,6.44,68,30.3,444.76575,129432
