Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
41,Croatia,2011,Developed,77,14,0,12.19,1913.356642,97,12,61.3,0,96,7.8,96,0.1,14539.18421,428622
42,Cuba,2011,Developing,78.8,92,1,4.14,102.0645784,96,0,58.4,1,99,1.6,97,0.1,675.92436,0
43,Cyprus,2011,Developed,79.7,57,0,10.69,2443.325028,96,0,58.3,0,99,7.54,99,0.1,32233.83942,1124835
44,Czechia,2011,Developed,77.8,97,0,12.43,0,99,17,64,0,99,7.5,99,0.1,0,0
45,Democratic People's Republic of Korea,2011,Developing,69.4,153,8,3.39,0,94,0,3.8,10,99,0,94,0.1,0,0
46,Democratic Republic of the Congo,2011,Developing,57.9,278,239,1.82,0,74,133802,19.6,319,77,3.53,74,1.6,0,0
47,Denmark,2011,Developed,79.7,79,0,10.47,10251.10872,0,84,57.4,0,91,1.87,91,0.1,61753.667,557572
48,Djibouti,2011,Developing,61.8,268,1,0.39,20.35974738,87,49,32.7,2,87,8.71,87,2.7,143.986898,865937
49,Dominican Republic,2011,Developing,73.1,16,6,5.91,843.7876995,8,2,54.7,7,84,4.22,84,0.7,5759.643,12795
50,Ecuador,2011,Developing,75.3,131,7,3.99,344.7412164,88,257,51.4,8,85,5.92,88,0.1,5223.351763,15177355
51,Egypt,2011,Developing,74,168,55,0.22,0,96,26,57.8,64,96,5.4,96,0.1,0,0
52,El Salvador,2011,Developing,72,197,2,2.37,549.2783081,89,0,53.4,2,9,6.81,89,0.3,3736.58713,619256
53,Equatorial Guinea,2011,Developing,56.2,344,3,10.99,1493.051277,0,0,22.6,4,39,3.29,41,7.7,21451.88617,99429
54,Eritrea,2011,Developing,62.9,286,6,0.62,20.97991915,96,48,16.5,8,96,3.6,96,0.7,582.775532,447469
55,Estonia,2011,Developing,76.1,138,0,0.01,2146.945741,94,7,58,0,93,5.83,93,0.1,17454.84342,1327439
56,Ethiopia,2011,Developing,62.6,249,156,1.32,67.77565369,65,3255,16,231,7,6.55,65,1.4,354.8463544,946756
57,Fiji,2011,Developing,69.2,197,0,0.01,401.7931045,99,0,59.5,0,99,4.6,99,0.1,4353.121392,86786
58,Finland,2011,Developing,83,86,0,9.81,71.01620838,0,27,6.6,0,99,9.1,99,0.1,579.72415,5388272
59,France,2011,Developing,81.7,83,3,11.8,683.9190568,74,14949,6.6,3,99,11.33,99,0.1,4381.288,65342776
60,Gabon,2011,Developing,62.8,289,2,8.9,133.5223672,75,2,34.1,3,75,3.12,75,6,1716.2258,169711
61,Gambia,2011,Developing,59.8,277,3,3.41,0,96,0,24.8,5,95,6.24,96,1.8,0,0
62,Georgia,2011,Developing,73.9,127,1,8.14,198.94876,89,64,52.8,1,88,9.38,94,0.1,3725.63221,3875
63,Germany,2011,Developed,85,74,2,11.2,869.790735,88,1607,6.4,3,94,1.93,95,0.1,4681.32796,8274983
64,Ghana,2011,Developing,61.2,263,40,1.64,225.2219474,91,120,26.1,58,91,4.81,91,1.3,1574.978653,25121796
65,Greece,2011,Developing,85,76,0,8.02,3192.887363,95,40,64.3,0,99,9.77,99,0.1,25916.29353,1114899
66,Grenada,2011,Developing,72.9,15,0,7.84,11.56715633,94,0,44.7,0,95,6.35,95,0.1,741.48438,0
67,Guatemala,2011,Developing,71.1,193,11,2.16,457.7745845,88,0,47.9,14,88,6.28,88,0.4,3187.845296,14948919
68,Guinea,2011,Developing,58.1,29,28,0.22,42.2547904,63,11,21.2,43,63,4.73,63,2,459.2912,113517
69,Guinea-Bissau,2011,Developing,57.1,289,4,3.57,40.45367358,86,0,23.7,7,85,5.46,86,5.7,692.69989,1596154
70,Guyana,2011,Developing,65.6,229,0,7.56,536.2332523,93,0,43.2,1,93,6.8,93,0.4,3439.597513,7491
71,Haiti,2011,Developing,62.3,259,15,5.68,4.106484317,0,0,45.3,20,67,1.41,68,1.5,74.9358452,114554
72,Honduras,2011,Developing,73.9,153,4,3.1,32.16407994,97,0,47.6,5,97,8.57,97,0.4,212.584798,83516
73,Hungary,2011,Developed,74.8,15,0,11.51,17.82121883,0,5,62.4,1,99,7.84,99,0.1,1448.87958,9971727
74,Iceland,2011,Developed,82.1,51,0,8.13,7.0480925,0,0,59.3,0,95,8.65,95,0.1,46.217,31914
75,India,2011,Developing,66.8,193,1100,3,64.6059005,44,33634,16.4,1500,79,4.33,82,0.2,1461.671957,124723629
76,Indonesia,2011,Developing,68.3,185,134,0.08,211.8783404,81,21893,23.8,161,81,2.71,81,0.3,3634.27685,24577511
77,Iran (Islamic Republic of),2011,Developing,74.7,93,22,0.03,0,99,73,54.8,25,99,7.12,99,0.1,0,0
78,Iraq,2011,Developing,77,144,32,0.17,285.119726,77,15,56.5,39,8,3.32,79,0.1,5854.614497,3172753
79,Ireland,2011,Developed,84,7,0,11.72,6386.95437,95,285,59.7,0,95,8.15,95,0.1,52567.52568,4576794
80,Israel,2011,Developing,81.8,61,1,2.67,3793.161624,98,70,63.4,1,94,7.39,94,0.1,33657.15727,77658
81,Italy,2011,Developed,82,6,2,6.98,5439.691769,96,5189,61.5,2,96,9.27,96,0.1,38334.68477,59379449
82,Jamaica,2011,Developing,75.2,139,1,3.58,33.17529686,92,1,51.2,1,93,5.21,92,0.6,513.549487,2829493
83,Japan,2011,Developed,82.5,64,3,7.39,9498.729062,0,434,27.4,4,96,1.7,97,0.1,48167.99727,127833
84,Jordan,2011,Developing,73.6,116,4,0.43,68.86623298,98,0,62.4,4,98,8.39,98,0.1,387.324145,7574943
85,Kazakhstan,2011,Developing,68.5,224,7,6.63,179.170133,99,127,49.9,7,99,4.6,99,0.1,11634.42422,165566
86,Kenya,2011,Developing,61.2,278,60,1.8,109.7051836,96,2395,19.5,86,97,5.23,96,3.4,987.4453967,42486839
87,Kiribati,2011,Developing,65.5,26,0,0.53,30.46703899,95,0,75.7,0,95,1.42,99,0.1,1692.613277,14656
88,Kuwait,2011,Developing,74.2,85,1,0.02,2785.097712,99,32,69,1,99,2.62,99,0.1,48268.5912,0
89,Kyrgyzstan,2011,Developing,69.4,188,4,3.28,0,96,222,41.4,4,94,6.18,96,0.2,0,0
90,Lao People's Democratic Republic,2011,Developing,64,213,9,5.39,0,78,113,18.7,13,79,2.2,78,0.3,0,0
91,Latvia,2011,Developed,73.6,169,0,10.14,24.70841046,89,1,59.4,0,92,6.1,92,0.1,1372.68947,25979
92,Lebanon,2011,Developing,75,93,1,1.57,835.0626827,81,9,64,1,75,7.12,81,0.1,8734.9653,4588368
93,Lesotho,2011,Developing,52.3,52,4,2.39,195.825251,96,172,3.2,6,95,11.79,96,10.5,1352.38433,264166
94,Liberia,2011,Developing,62,266,9,3.72,60.44658161,77,279,25,12,77,11.23,77,1.5,379.689583,47167
95,Libya,2011,Developing,71.3,161,2,0.01,36.11567366,98,0,6.9,2,98,4.77,98,0.1,562.549434,0
96,Lithuania,2011,Developed,72.8,18,0,12.66,1758.822757,95,7,6.5,0,92,6.86,92,0.1,14357.73679,328115
97,Luxembourg,2011,Developed,88,72,0,11.5,17028.52798,95,6,59.6,0,96,7.34,99,0.1,115761.577,518347
98,Madagascar,2011,Developing,63.8,241,31,0.97,78.79967196,73,0,18.5,43,73,4.24,73,0.4,454.963464,21743949
99,Malawi,2011,Developing,54.1,441,32,1.23,13.77617463,97,26,18,50,97,11.67,97,11.2,512.125451,15627618
100,Malaysia,2011,Developing,74.3,13,3,0.51,9.23002632,96,1569,36.3,4,96,3.89,96,0.1,145.1262,28635128
101,Maldives,2011,Developing,77.3,67,0,1.92,1079.893546,96,0,23.1,0,96,8.11,96,0.1,6497.55443,377
102,Mali,2011,Developing,56.8,271,54,0.61,101.8113996,66,24,21.3,90,72,6.59,66,1.5,835.88998,1554989
103,Malta,2011,Developed,87,59,0,6.91,3601.287457,82,3,68,0,96,9.6,96,0.1,22821.847,416268
104,Mauritania,2011,Developing,62.2,212,8,0.01,79.27658464,75,234,28.1,12,73,2.87,75,1.2,1393.261593,3717672
105,Mauritius,2011,Developing,73.6,158,0,3.03,918.807245,98,2,31.3,0,98,5.2,98,0.1,9197.26972,125244
106,Mexico,2011,Developing,76.1,124,34,5.3,1117.196097,98,3,6.8,39,97,6.4,97,0.1,9834.472689,119917
107,Micronesia (Federated States of),2011,Developing,68.9,169,0,1.89,0,83,0,67,0,83,13.76,84,0.1,0,0
108,Mongolia,2011,Developing,67.3,235,1,0.01,257.8403154,99,0,48,2,99,4.45,99,0.1,3769.595255,2761516
109,Montenegro,2011,Developing,75.4,113,0,6.56,666.7374371,91,5,59.7,0,95,6.92,95,0.1,7318.742449,6279
110,Morocco,2011,Developing,73.3,14,19,0.54,22.0945504,98,982,54.6,22,98,5.99,99,0.1,339.91616,32858823
111,Mozambique,2011,Developing,54.3,47,66,0.94,40.80617976,76,177,2.9,94,73,6.23,76,9.6,526.5313517,249395
112,Myanmar,2011,Developing,65.6,27,47,0.33,21.23698847,4,2046,2.5,61,9,1.87,84,0.5,1186.423937,555331
113,Namibia,2011,Developing,64.3,268,3,7.84,7.896234931,82,79,32.5,4,85,8.78,82,4.7,56.971392,2215621
114,Nepal,2011,Developing,68.4,172,22,0.27,112.1229028,92,2359,16.9,27,92,6.73,92,0.2,692.1166842,27327147
115,Netherlands,2011,Developed,81.1,63,1,8.96,1047.370244,2,51,59.9,1,97,1.53,97,0.1,5354.6536,1669374
116,New Zealand,2011,Developed,86,72,0,9.47,8342.405764,95,597,65.3,0,95,11.24,95,0.1,38426.5581,0
117,Nicaragua,2011,Developing,74.5,147,3,3.39,321.6132593,98,0,5.9,3,99,6.39,98,0.1,1682.957924,58782
118,Niger,2011,Developing,59.4,241,50,0.15,32.22493445,75,771,17.7,93,4,6.66,75,0.7,375.5819866,1764636
119,Nigeria,2011,Developing,52.3,375,513,8.75,187.5733187,46,18843,22.8,802,48,3.69,48,4.7,2527.9423,16287776
120,Norway,2011,Developed,81.1,67,0,6.53,277.3550522,0,39,59.4,0,94,9.14,94,0.1,1574.9861,495388
121,Oman,2011,Developing,75.8,15,1,0.54,158.27708,99,5,52,1,99,2.49,99,0.1,2986.36,0
122,Pakistan,2011,Developing,65.5,167,371,0.04,57.87736282,74,4386,22.5,459,75,3.1,74,0.1,1226.215314,174184265
123,Panama,2011,Developing,77.3,121,1,6.9,119.2124275,87,4,54.9,1,91,7.5,87,0.1,927.723171,377782
124,Papua New Guinea,2011,Developing,62,285,10,0.88,23.40731286,66,0,45.7,13,69,4.94,72,1,177.867119,7269348
125,Paraguay,2011,Developing,73.4,15,3,5.79,472.1932825,89,0,47.1,3,84,9.42,89,0.1,3988.11894,6293783
126,Peru,2011,Developing,74.5,133,9,4.83,759.5380695,91,0,52.9,12,91,4.93,91,0.2,5771.565878,29759989
127,Philippines,2011,Developing,68,218,57,4.96,191.4949779,87,6538,23.1,72,87,4.29,87,0.1,2352.518156,9527794
128,Poland,2011,Developed,76.7,128,2,10.93,250.0773782,98,0,59.1,2,96,6.7,99,0.1,13893.18768,3863255
129,Portugal,2011,Developed,82,85,0,11.92,3108.288623,97,2,58.8,0,97,1.7,97,0.1,23196.18375,155756
130,Qatar,2011,Developing,77.5,74,0,1.16,4409.17067,93,101,66.5,0,92,1.93,93,0.1,85948.746,0
131,Republic of Korea,2011,Developing,81.1,72,2,9.34,0,99,42,3,2,98,6.83,99,0.1,0,0
132,Republic of Moldova,2011,Developing,77,177,1,9.45,0,96,0,5.9,1,96,1.61,93,0.1,0,0
133,Romania,2011,Developed,74.3,139,2,9.1,10.32588862,96,4189,57.7,2,89,5.53,89,0.1,92.277825,2147528
134,Russian Federation,2011,Developing,69.4,242,14,11.04,184.764931,97,629,58.1,17,97,6.61,97,0.3,14212.687,14296868
135,Rwanda,2011,Developing,63.8,247,14,8.34,9.074569426,97,31,18.9,20,93,7.71,97,1.3,617.317648,151671
136,Saint Lucia,2011,Developing,74.6,143,0,10.43,0,99,0,44.5,0,99,7.58,99,0.1,0,0
137,Saint Vincent and the Grenadines,2011,Developing,72.7,16,0,7.02,0,96,0,5.3,0,96,4.99,96,0.1,0,0
138,Samoa,2011,Developing,73,139,0,2.15,558.7206486,58,0,72.9,0,6,5.8,65,0.1,3942.9827,187665
139,Sao Tome and Principe,2011,Developing,66.6,198,0,5.69,7.495401346,96,0,27.7,0,96,5.44,96,0.5,134.326189,1788
140,Saudi Arabia,2011,Developing,73.9,92,8,0.09,173.5755595,98,362,64.7,9,98,3.57,98,0.1,2377.74739,0
141,Senegal,2011,Developing,64.9,26,20,0.32,1.431051664,92,18,22.2,31,89,4.42,92,0.4,18.25321,13391
142,Serbia,2011,Developing,74.6,127,1,9.56,915.3190791,94,370,57.7,1,94,9.72,94,0.1,6423.291783,723499
143,Seychelles,2011,Developing,72.6,177,0,9.72,1121.475547,99,0,34.2,0,99,3.38,99,0.1,12189.9516,87441
144,Sierra Leone,2011,Developing,48.9,418,26,3.78,54.6659175,89,1865,22.2,38,88,11.98,89,1.3,445.525,6611692
145,Singapore,2011,Developed,82.2,6,0,1.8,638.0001097,96,148,32.1,0,96,3.93,96,0.1,53166.67581,0
146,Slovakia,2011,Developed,75.6,122,0,10.24,0,99,0,56.5,0,99,7.96,99,0.1,0,0
147,Slovenia,2011,Developed,79.8,84,0,10.61,3343.026219,0,22,57.6,0,96,9.8,96,0.1,24985.24827,252843
148,Solomon Islands,2011,Developing,68.5,186,0,0.99,229.6687488,99,0,47.2,0,99,5.8,99,0.1,1642.837974,539614
149,Somalia,2011,Developing,53.1,329,51,0.01,0,0,17298,22.4,82,49,0,41,0.8,0,0
150,South Africa,2011,Developing,58.9,413,43,7.38,123.753335,76,92,47.9,58,69,8.61,69,8.5,849.954224,51729345.36
151,South Sudan,2011,Developing,55.4,355,27,0,0,0,1256,0,41,66,0,61,3.9,176.9713,1448857
152,Spain,2011,Developed,82.1,63,1,9.62,4873.8188,97,3802,64.1,2,97,9.48,97,0.1,31834.21816,46742697
153,Sri Lanka,2011,Developing,74.5,141,3,3.03,20.83302367,99,60,2.5,4,99,3.28,99,0.1,322.992615,2271
154,Sudan,2011,Developing,62.7,241,61,2.12,196.6892153,93,5616,0,91,93,8.3,93,0.3,1666.857757,35167314
155,Suriname,2011,Developing,76,187,0,5.64,989.1263558,86,0,55.5,0,86,5.93,86,0.1,8318.97692,531589
156,Swaziland,2011,Developing,55,438,2,5.2,735.7090978,91,0,3.2,3,85,8.61,91,15.7,3934.27325,1225258
157,Sweden,2011,Developed,81.7,58,0,7.4,11477.6671,42,26,57.7,0,98,11.7,98,0.1,59593.28711,9449213
158,Switzerland,2011,Developed,82.6,55,0,9.99,18822.86732,0,621,55.8,0,96,11.21,96,0.1,87998.44468,7912398
159,Syrian Arab Republic,2011,Developing,71.7,163,7,0.76,0,66,13,53.2,8,6,3.23,72,0.1,0,2863993
160,Tajikistan,2011,Developing,68.1,166,10,0.32,51.9919227,96,1,37.4,12,97,5.98,96,0.2,834.5412953,7815949
161,Thailand,2011,Developing,74.1,155,10,6.07,748.4451054,98,3156,29,11,99,4.12,99,0.2,5491.159981,675313
162,The former Yugoslav republic of Macedonia,2011,Developing,74.9,17,0,1.16,0,96,701,57.9,0,97,6.61,96,0.1,0,0
163,Timor-Leste,2011,Developing,67.2,161,2,0.5,2.726570602,67,763,15.8,3,66,0.76,67,0.1,114.56179,1131523
164,Togo,2011,Developing,58.3,34,14,1.44,39.08258546,85,187,22,21,85,5.21,85,2.6,562.3393592,6679282
165,Tonga,2011,Developing,72.9,14,0,0.96,7.033980828,82,0,73.3,0,84,4.6,82,0.1,445.18866,14577
166,Trinidad and Tobago,2011,Developing,76,176,0,6.5,144.9850711,9,0,43,0,91,5.6,9,0.4,1953.9767,1334788
167,Tunisia,2011,Developing,74.8,13,3,1.29,623.2120325,98,11,57.4,3,98,7.15,98,0.1,4256.91279,1761467
168,Turkey,2011,Developing,74.5,114,20,1.53,1275.877569,96,111,62.8,23,97,5.29,97,0.1,11341.13395,7349455
169,Turkmenistan,2011,Developing,65.6,217,7,2.55,490.4181326,97,0,45,8,97,1.98,97,0.1,5649.978486,517461
170,Uganda,2011,Developing,59.3,347,76,10.22,94.49686776,82,3312,16.7,114,82,9.9,82,6.8,584.3962137,3593648
171,Ukraine,2011,Developing,75,24,5,8.48,415.1627705,21,1333,59,5,54,6.98,5,0.2,3569.75727,45761
172,United Arab Emirates,2011,Developing,76.3,81,1,1.73,387.774991,95,0,57.1,1,95,3.7,95,0.1,4462.3129,0
173,United Kingdom of Great Britain and Northern Ireland,2011,Developed,86,74,3,10.68,0,0,1112,64.2,4,95,9.34,95,0.1,0,0
174,United Republic of Tanzania,2011,Developing,58.3,348,88,4.04,0,9,1622,21.3,128,88,5.72,9,3.1,0,0
175,United States of America,2011,Developed,78.7,16,25,8.67,0,91,220,67.5,29,94,17.6,96,0.1,0,0
176,Uruguay,2011,Developing,77,111,0,5.97,417.9117441,95,0,61.8,1,95,8.55,95,0.1,14166.4998,3385624
177,Uzbekistan,2011,Developing,68.5,183,19,2.83,140.6905284,99,476,41.4,22,99,5.65,99,0.1,1564.966945,293394
178,Vanuatu,2011,Developing,71.2,141,0,0.85,457.9731742,63,0,49.9,0,65,3.85,65,0.1,3275.91684,241871
179,Venezuela (Bolivarian Republic of),2011,Developing,73.8,158,9,6.74,0,78,0,59.9,10,78,5.24,78,0.1,0,0
180,Viet Nam,2011,Developing,75.4,131,29,3.94,0,95,750,14.7,36,96,6.2,95,0.1,0,0
181,Yemen,2011,Developing,64.6,234,35,0.04,0,69,2676,37.9,45,69,5.4,69,0.1,0,0
182,Zambia,2011,Developing,58.2,366,29,2.57,183.0461695,81,13234,21.2,44,83,4.26,81,6.3,1644.619672,14264756
183,Zimbabwe,2011,Developing,54.9,464,28,6,63.75053034,94,0,29.9,42,93,6.31,93,13.3,839.927936,14386649
