Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
60,Gabon,2001,Developing,59.8,37,2,9.29,183.6980778,0,5129,28.7,3,44,3.23,45,10.1,3976.14887,1262259
61,Gambia,2001,Developing,56.3,3,3,2.25,0,91,99,18.5,6,85,3.71,87,2.3,0,0
62,Georgia,2001,Developing,73,121,2,2.76,57.10318825,61,35,46.5,2,83,7.82,87,0.1,733.974142,43864
63,Germany,2001,Developed,78.3,92,3,12.46,4057.637383,86,6024,55.6,4,96,1.15,93,0.1,23687.31689,82349925
64,Ghana,2001,Developing,57.4,39,42,1.49,25.55981288,0,13476,2.1,64,81,3.56,79,3.5,273.6596668,1942165
65,Greece,2001,Developing,78.7,83,1,8.62,1403.022211,9,12,58,1,9,8.47,91,0.1,12538.17883,1862132
66,Grenada,2001,Developing,77,178,0,9.61,81.11355954,96,0,38.2,0,96,7.67,96,0.1,519.958715,0
67,Guatemala,2001,Developing,68.4,211,16,2.53,225.0619956,0,0,41.1,20,78,6.76,77,0.3,1568.376276,11924946
68,Guinea,2001,Developing,52.5,336,36,0.17,19.89790929,0,7408,16.9,58,52,3.65,5,3,315.83983,8971139
69,Guinea-Bissau,2001,Developing,52.5,32,5,2.55,0.868708478,0,126,17.9,9,56,5.4,53,3.6,39.486749,1267512
70,Guyana,2001,Developing,65.4,247,1,6.71,15.54978677,85,0,36.4,1,9,5.82,85,1.7,925.582546,752263
71,Haiti,2001,Developing,58.9,35,19,6.22,60.77815868,0,159,34.8,27,52,5.63,45,5,413.7383164,8692567
72,Honduras,2001,Developing,71.3,171,6,2.74,15.36175284,95,0,39.6,8,99,6.88,96,1.6,113.4546,669361
73,Hungary,2001,Developed,72.3,185,1,13.18,7.601092416,0,20,56.6,1,99,7.11,99,0.1,527.85364,1187576
74,Iceland,2001,Developed,80,72,0,6.37,5048.274426,0,0,54.8,0,92,9.12,92,0.1,28585.9254,284968
75,India,2001,Developing,62.9,222,1800,1,19.00340606,0,51780,11.8,2400,58,4.5,59,0.3,447.138966,171477855
76,Indonesia,2001,Developing,66.5,188,182,0.06,33.95837125,62,3825,16,229,77,2.23,76,0.1,747.9817455,2145652
77,Iran (Islamic Republic of),2001,Developing,78,146,33,0.01,0,94,9582,45.5,40,95,5.2,96,0.1,0,0
78,Iraq,2001,Developing,72,142,30,0.17,0,66,4088,5.1,37,8,0,78,0.1,0,24251649
79,Ireland,2001,Developed,77,89,0,14.27,4264.579203,0,241,52.2,0,84,6.6,84,0.1,28223.55528,3866243
80,Israel,2001,Developing,79.3,74,1,2.53,22.27332618,96,19,58.7,1,93,7.61,92,0.1,236.19646,6439
81,Italy,2001,Developed,79.8,75,2,9.69,3.1222302,95,0,55.7,3,96,8.11,93,0.1,24.819,569741
82,Jamaica,2001,Developing,72.7,171,1,3.89,160.2382416,0,0,42.5,1,99,5.34,99,2.2,3394.878,267711
83,Japan,2001,Developed,81.5,72,4,8.03,5486.51208,0,22552,22.5,5,81,7.75,95,0.1,33846.46564,127149
84,Jordan,2001,Developing,71.9,131,4,0.55,248.697463,97,61,54.8,4,97,9.9,99,0.1,1728.2659,5193482
85,Kazakhstan,2001,Developing,64.4,284,8,5.75,12.60883976,95,94,44.4,10,95,3.47,95,0.1,149.926751,14858335
86,Kenya,2001,Developing,51.9,434,77,1.63,3.847602867,0,11304,14.7,120,77,4.62,8,16.9,41.7763612,32321482
87,Kiribati,2001,Developing,64.3,219,0,0.6,59.97185848,85,0,68.8,0,88,9,85,0.1,734.9492461,85858
88,Kuwait,2001,Developing,73.2,95,0,0.01,113.1997845,99,0,64.5,1,99,3.61,99,0.1,1654.96761,0
89,Kyrgyzstan,2001,Developing,67.2,217,4,2.62,0,57,17,36,5,99,4.79,99,0.1,0,0
90,Lao People's Democratic Republic,2001,Developing,58.7,271,13,3.13,0,0,94,12.7,19,55,4.32,52,0.1,0,0
91,Latvia,2001,Developed,69.9,228,0,6.68,332.2751709,96,1,55.7,0,97,6.17,97,0.1,3572.8513,233717
92,Lebanon,2001,Developing,73,11,1,2.19,510.6035166,8,8,58.6,1,8,1.9,8,0.1,5253.122599,3359859
93,Lesotho,2001,Developing,47.8,586,5,2.86,38.57187011,0,217,25.4,7,78,7.53,78,31.2,437.819184,1885955
94,Liberia,2001,Developing,51.5,333,14,4.4,16.72142854,0,1379,2.4,20,54,6.41,42,3.1,174.1815473,2991132
95,Libya,2001,Developing,71,147,3,0.01,362.3817951,93,633,53.4,3,94,4.6,94,0.1,6269.58123,0
96,Lithuania,2001,Developed,71.2,21,0,10.2,42.87208671,95,7,57.2,0,97,6.26,95,0.1,353.147337,347818
97,Luxembourg,2001,Developed,78,96,0,12.89,7877.33656,86,0,54.6,0,99,7.4,99,0.1,48179.4285,441525
98,Madagascar,2001,Developing,58.7,276,42,1.05,42.56331585,0,9357,14.3,65,6,5.17,6,0.7,278.555732,1626932
99,Malawi,2001,Developing,43.5,599,48,1.15,12.79760626,0,150,14.4,80,86,5.7,9,25.1,146.7615397,11695863
100,Malaysia,2001,Developing,72.7,144,4,0.53,210.2417002,95,2198,27,5,95,3.4,96,0.1,3915.11546,2369897
101,Maldives,2001,Developing,78,129,0,1.98,41.30688803,98,0,15.6,0,97,5.84,98,0.1,298.67598,292
102,Mali,2001,Developing,55,34,60,0.51,4.395885717,0,4464,16.1,110,56,6.39,49,2.4,36.8473237,11293258
103,Malta,2001,Developed,77.8,79,0,5.62,130.0150391,0,2,62.8,0,95,7.11,95,0.1,1121.78636,39328
104,Mauritania,2001,Developing,61,229,7,0.01,28.782245,0,1398,21.7,12,75,4.34,75,1.2,464.229758,279729
105,Mauritius,2001,Developing,71.5,177,0,4.38,70.15536981,92,0,25.8,0,93,3.87,92,0.1,3792.182152,1196287
106,Mexico,2001,Developing,75,126,52,4.86,13.31109532,97,3,53.2,62,97,5.35,97,0.1,731.378864,136768
107,Micronesia (Federated States of),2001,Developing,67.2,183,0,2.82,0,81,0,62,0,79,8.58,75,0.1,0,0
108,Mongolia,2001,Developing,63.2,266,2,2.87,61.84921903,95,10677,39.1,3,95,5.45,95,0.1,524.145924,2419776
109,Montenegro,2001,Developing,73.3,136,0,0.01,33.66981355,0,0,52.7,0,0,8.23,0,0.1,199.583957,67389
110,Morocco,2001,Developing,69,155,26,0.46,71.11645,84,2724,45.7,30,93,4.44,96,0.1,1336.775376,29181832
111,Mozambique,2001,Developing,49.5,48,90,2.09,37.82511936,25,7085,16.9,132,72,5.64,73,13.4,256.4414872,18588758
112,Myanmar,2001,Developing,62.5,239,72,0.38,1.917164,0,2519,14.1,98,77,1.8,73,0.4,138.9249275,46627994
113,Namibia,2001,Developing,56.5,426,3,5.09,205.8078833,0,416,25.1,4,79,6.18,78,23.9,1834.29486,1933596
114,Nepal,2001,Developing,63.2,23,43,0.09,21.92813881,0,10849,11.9,58,73,5.36,72,0.1,248.6183539,24161777
115,Netherlands,2001,Developed,78.3,82,1,9.95,3054.515582,0,0,52.6,1,97,7.79,97,0.1,26584.12169,164618
116,New Zealand,2001,Developed,78.5,83,0,8.75,2205.98595,9,65,59.6,0,82,7.58,9,0.1,13882.85683,0
117,Nicaragua,2001,Developing,73,193,4,3.51,22.35595448,87,0,43.5,5,89,5.26,87,0.4,143.6758,5175
118,Niger,2001,Developing,56,283,57,0.11,1.817829717,0,61208,13.9,127,42,7.1,36,1.6,165.257247,11771976
119,Nigeria,2001,Developing,47.4,48,574,9.58,15.830985,0,168107,17.3,936,36,3.25,27,5.1,351.7996666,125463434
120,Norway,2001,Developed,78.8,82,0,5.49,6356.827282,0,4,54,0,91,8.65,91,0.1,38549.58934,4513751
121,Oman,2001,Developing,72.9,134,1,0.55,564.5425663,99,15,46.5,1,99,3.8,99,0.1,8476.61511,0
122,Pakistan,2001,Developing,63,189,377,0.01,1.766663097,0,3849,16.9,483,68,2.61,65,0.1,51.6568157,14161437
123,Panama,2001,Developing,75.5,124,2,5.43,7.320514461,98,0,46.9,2,95,7.72,99,0.1,446.372833,389684
124,Papua New Guinea,2001,Developing,59.1,331,11,0.68,93.37278497,59,4023,38.2,14,52,6.68,55,1.3,539.41528,5716152
125,Paraguay,2001,Developing,71.2,17,4,6.66,233.8488603,0,0,39.8,5,9,7.61,89,0.1,1417.26582,546624
126,Peru,2001,Developing,72.4,142,17,4.22,302.5359058,0,0,46.1,22,9,4.98,9,0.5,1981.243653,26261363
127,Philippines,2001,Developing,66.8,221,68,4.54,69.0204245,45,7360,18.3,89,76,3,79,0.1,957.287441,79665315
128,Poland,2001,Developed,74.2,149,3,7.74,466.7383106,95,133,53.6,3,98,5.86,98,0.1,4981.198619,3824876
129,Portugal,2001,Developed,76.9,11,1,12.22,1657.328352,7,0,5.9,1,96,9.1,97,0.1,11729.14616,1362722
130,Qatar,2001,Developing,76.3,87,0,0.76,170.0494537,93,23,63.3,0,93,2.56,93,0.1,2843.63635,0
131,Republic of Korea,2001,Developing,76.7,17,3,11.45,0,89,23060,25.2,4,99,4.76,97,0.1,0,0
132,Republic of Moldova,2001,Developing,67.6,228,1,10.98,0,94,457,46.8,1,98,7,97,0.1,0,0
133,Romania,2001,Developed,78,179,4,9.78,180.1095132,98,10,51.9,5,99,4.36,99,0.1,1839.72945,2213197
134,Russian Federation,2001,Developing,65.1,38,21,10.47,2.642527148,43,2072,54.2,25,97,5.67,96,0.3,21.362386,14597683
135,Rwanda,2001,Developing,48.6,438,33,5.72,0.388253772,0,896,13.7,54,76,4.38,77,8.1,21.569654,832946
136,Saint Lucia,2001,Developing,71.8,178,0,12.03,0,0,0,37.3,0,99,6.1,99,0.3,0,0
137,Saint Vincent and the Grenadines,2001,Developing,79,186,0,4.73,0,0,0,41,0,99,3.64,99,0.7,0,0
138,Samoa,2001,Developing,75,175,0,3.43,199.4118322,89,0,66.5,0,83,5.16,85,0.1,1555.47451,175566
139,Sao Tome and Principe,2001,Developing,62.8,225,0,5.02,3.841228575,0,0,21.1,0,9,1.28,92,1.5,51.216381,141622
140,Saudi Arabia,2001,Developing,72.8,17,10,0.05,710.4952397,95,155,56.9,12,97,4.49,97,0.1,8643.4944,0
141,Senegal,2001,Developing,57.9,251,26,0.34,6.064221202,0,24789,17.9,49,49,4.98,52,0.6,481.287397,1134497
142,Serbia,2001,Developing,73.1,135,1,7.53,222.5065705,0,35,51.7,1,93,6.89,93,0.1,1634.87561,753433
143,Seychelles,2001,Developing,72,187,0,6.72,643.7035752,96,0,27.6,0,96,4.45,96,0.1,7663.1378,8122
144,Sierra Leone,2001,Developing,41,519,30,4.21,33.34691455,0,649,17.5,48,38,11.83,38,1.5,227.779471,4739147
145,Singapore,2001,Developed,78.7,76,0,2.08,1003.366877,95,408,28.9,0,95,2.37,96,0.1,21577.7823,0
146,Slovakia,2001,Developed,73.3,145,0,10.73,0,99,0,51.1,1,99,5.5,99,0.1,0,0
147,Slovenia,2001,Developed,76.2,124,0,10.8,196.3026243,0,0,51.8,0,93,8.57,92,0.1,1479.29634,19926
148,Solomon Islands,2001,Developing,66.2,227,0,0.7,325.1114746,83,0,38.7,0,88,6.44,84,0.1,944.81684,423853
149,Somalia,2001,Developing,57,352,46,0.01,0,0,3571,18.2,75,33,0,33,0.8,0,0
150,South Africa,2001,Developing,56,429,52,7.38,365.2585722,72,1166,4.9,76,71,8.31,71,24,2681.781,45312937
151,South Sudan,2001,Developing,49.6,381,30,0,0,0,0,0,49,0,0,0,3,0,6974442
152,Spain,2001,Developed,79.4,84,2,9.86,2044.169761,83,0,58.2,2,95,7.24,96,0.1,15323.6114,485412
153,Sri Lanka,2001,Developing,72.7,16,5,1.68,53.61278637,0,309,14.6,6,98,3.81,98,0.1,837.699787,18797
154,Sudan,2001,Developing,58.9,283,71,1.81,28.88069657,0,4362,0,108,66,2.96,66,0.2,377.5254454,279455
155,Suriname,2001,Developing,67.7,219,0,4.23,191.2135044,0,0,48.3,0,65,8.38,68,1.8,1598.77512,47774
156,Swaziland,2001,Developing,47.1,568,3,6.72,143.6197316,86,49,26.3,4,87,5.11,84,48.8,1437.634951,172927
157,Sweden,2001,Developed,79.8,73,0,6.6,3554.546434,0,5,53.4,0,99,8.86,99,0.1,26969.24457,889596
158,Switzerland,2001,Developed,82,75,0,11.12,6478.346135,0,700,51.3,0,95,1.28,93,0.1,38538.64447,7229854
159,Syrian Arab Republic,2001,Developing,72.7,135,10,1.29,93.50075111,8,290,44.6,11,83,4.92,82,0.1,1258.421953,16766899
160,Tajikistan,2001,Developing,64,194,13,0.86,1.142003812,0,38,31.6,16,84,4.59,85,0.3,17.8159721,6327125
161,Thailand,2001,Developing,71.2,194,17,5.92,176.0625201,95,7319,19.4,20,97,3.32,96,0.8,1893.145377,63543322
162,The former Yugoslav republic of Macedonia,2001,Developing,73.1,126,0,3.27,0,0,27,53.2,0,91,8.18,91,0.1,0,0
163,Timor-Leste,2001,Developing,59.4,269,3,0.5,6.556583478,0,0,12.3,4,0,3.75,0,0.1,56.4249869,892531
164,Togo,2001,Developing,54.6,345,14,0.95,2.048574874,0,1833,17.1,22,51,4.29,5,5.3,26.6394652,511177
165,Tonga,2001,Developing,71.8,157,0,1.35,330.1007394,91,4,66.2,0,91,5.66,89,0.1,1837.977391,98611
166,Trinidad and Tobago,2001,Developing,69.1,194,0,4.55,516.7112481,0,0,34.4,1,91,4.4,91,1.2,6935.721451,127238
167,Tunisia,2001,Developing,73.2,11,4,1.19,257.2878697,94,231,48.9,5,98,5.29,98,0.1,2254.933126,978571
168,Turkey,2001,Developing,78,14,41,1.49,256.4341746,77,30509,54.3,50,88,5.16,88,0.1,3119.63716,64191474
169,Turkmenistan,2001,Developing,64,221,7,2.35,106.180706,0,9,38.1,9,94,3.87,95,0.1,774.4763388,45648
170,Uganda,2001,Developing,47.7,539,115,10.57,26.97625217,0,48543,13.3,187,56,7.26,55,10.8,234.984775,24854892
171,Ukraine,2001,Developing,67.7,253,6,4.31,8.897421459,7,16970,55.1,7,99,5.66,99,0.8,78.738243,48683865
172,United Arab Emirates,2001,Developing,74.5,14,1,1.67,243.7539129,92,30,55,1,94,2.48,94,0.1,3161.52935,0
173,United Kingdom of Great Britain and Northern Ireland,2001,Developed,78,88,4,10.91,0,0,73,58.2,4,91,7.31,91,0.1,0,0
174,United Republic of Tanzania,2001,Developing,49.6,46,110,4.09,0,0,11847,16.4,173,65,3.28,87,12.5,0,0
175,United States of America,2001,Developed,76.9,115,28,8.25,0,89,116,6.9,33,89,13.73,94,0.1,0,0
176,Uruguay,2001,Developing,75.2,123,1,6.48,421.4804282,94,0,55.7,1,94,7.46,94,0.1,6281.37747,332713
177,Uzbekistan,2001,Developing,67.4,185,28,1.53,43.66385568,0,22,35.3,34,99,5.28,99,0.2,456.734892,2496445
178,Vanuatu,2001,Developing,69.1,179,0,0.91,163.105292,68,7,41.9,0,67,3.37,7,0.1,1362.61731,18929
179,Venezuela (Bolivarian Republic of),2001,Developing,72.5,169,10,8.05,0,53,115,54.1,12,87,5.21,7,0.1,0,0
180,Viet Nam,2001,Developing,73.6,138,32,1.84,0,0,12058,9.6,41,96,5.17,96,0.1,0,0
181,Yemen,2001,Developing,61.1,251,46,0.08,0,19,485,31.7,63,73,4.34,73,0.1,0,0
182,Zambia,2001,Developing,44.6,611,43,2.61,46.83027463,0,16997,17.1,70,86,6.56,85,18.6,378.2736238,1824125
183,Zimbabwe,2001,Developing,45.3,686,25,1.72,0,76,529,25.9,39,76,6.16,75,42.1,548.587312,12366165
