Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
32,Canada,2008,Developing,87,74,2,8.3,8433.936814,28,62,63,2,89,1.3,92,0.1,46596.33599,33245773
33,Central African Republic,2008,Developing,47.6,477,17,1.52,67.34137528,NA,12,19.4,25,46,4.3,45,8.3,456.8614334,4345386
34,Chad,2008,Developing,49.6,394,46,0.45,49.09198224,17,63,16.4,80,3,2.92,19,4.7,929.772391,11133861
35,Chile,2008,Developing,79.6,88,2,7.31,241.5533381,95,,59.3,2,95,6.87,95,0.1,1781.3668,16661942
36,China,2008,Developing,74.5,97,266,4.27,39.22509728,95,131441,26.5,308,99,4.59,97,0.1,3471.247547,1324655
37,Colombia,2008,Developing,73.5,146,14,4.45,978.07041,92,,52.8,16,92,6.62,92,0.1,5433.7245,4491544
38,Comoros,2008,Developing,61,255,2,0.12,93.36788979,81,,2.6,2,81,5.13,81,0.1,795.97519,657229
39,Congo,2008,Developing,59.4,338,8,2.58,,73,2,23.3,11,77,2.9,79,4.3,NA,NA
40,Costa Rica,2008,Developing,78.9,99,1,4.22,1859.095621,89,,53.4,1,89,9.1,9,0.1,6911.136136,442958
41,Croatia,2008,Developed,76,116,,12.06,2425.403891,97,51,59.4,,96,7.7,96,0.1,15893.8656,443458
42,Cuba,2008,Developing,77.9,12,1,4.26,708.6157966,95,,56.2,1,99,1.79,95,0.1,5376.447622,NA
43,Cyprus,2008,Developed,79.1,62,,12.01,239.6409938,93,1,56.8,,97,6.89,97,0.1,3539.7488,181563
44,Czechia,2008,Developed,77,16,,13.25,,99,2,62.6,,99,6.82,99,0.1,NA,NA
45,Democratic People's Republic of Korea,2008,Developing,68.6,164,9,3.16,,92,8,29.2,12,98,NA,92,0.1,NA,NA
46,Democratic Republic of the Congo,2008,Developing,56.3,295,237,2.09,,65,12461,18.2,324,64,4.46,65,1.8,NA,NA
47,Denmark,2008,Developed,78.8,88,,10.7,10761.18209,NA,14,56.3,,88,1.18,88,0.1,64322.6664,5493621
48,Djibouti,2008,Developing,62,289,1,0.49,171.7686449,88,143,31.3,2,89,8.5,89,3.3,1214.77118,822934
49,Dominican Republic,2008,Developing,73.3,161,6,6.12,49.09241952,81,,51.5,8,86,4.2,82,1.4,511.37937,963652
50,Ecuador,2008,Developing,74.6,139,7,3.76,197.9303077,93,1,49.3,9,94,5.66,96,0.1,4274.95265,14447562
51,Egypt,2008,Developing,69.8,172,54,0.24,,97,668,55.5,65,97,4.82,97,0.1,NA,NA
52,El Salvador,2008,Developing,71.7,194,2,2.68,53.95949877,98,,51.4,3,98,6.21,98,0.3,357.347674,61131
53,Equatorial Guinea,2008,Developing,55.4,338,3,8.34,1705.678619,NA,436,21.3,4,55,2.31,42,6.3,22742.38159,868418
54,Eritrea,2008,Developing,67,322,6,0.49,11.76572311,94,,15.1,9,94,3.69,94,1.1,326.825642,4232636
55,Estonia,2008,Developing,74.2,167,,16.99,225.0723618,94,,56.7,,95,6.6,95,0.1,1894.5485,13379
56,Ethiopia,2008,Developing,59.8,289,177,1.13,38.55783268,52,3511,14.9,270,63,4.28,54,2.4,325.3825543,83184892
57,Fiji,2008,Developing,68.7,26,,1.95,81.04656111,99,,57.3,,99,3.68,99,0.1,4177.657789,84334
58,Finland,2008,Developing,79.6,94,,10.26,678.88112,NA,5,59.4,,97,8.35,99,0.1,5341.31487,5313399
59,France,2008,Developing,89,88,3,11.9,7002.785925,47,604,59.1,3,98,1.57,98,0.1,45413.6571,6437499
60,Gabon,2008,Developing,61.6,298,2,8.75,11.05422474,82,3,32.4,3,81,2.54,82,8.9,194.2746,1536411
61,Gambia,2008,Developing,58.7,287,3,2.79,,98,,22.8,6,96,5.95,96,3,NA,NA
62,Georgia,2008,Developing,73.9,128,1,7.17,151.762567,89,56,5.5,1,9,8.99,92,0.1,3174.9491,43
63,Germany,2008,Developed,79.9,8,2,11.36,8285.264655,87,917,59,3,95,1.39,96,0.1,45699.19832,821197
64,Ghana,2008,Developing,63,275,41,1.78,161.0106435,93,82,24.2,61,92,4.85,93,2.2,1224.41554,2329864
65,Greece,2008,Developing,79.9,77,,9.51,3682.88717,95,1,62.4,,99,9.76,99,0.1,31997.2821,1177841
66,Grenada,2008,Developing,72.1,162,,8.92,754.9597129,99,,42.4,,99,5.76,99,0.1,7946.944346,NA
67,Guatemala,2008,Developing,79,19,13,2.21,472.2234994,95,,45.9,15,96,6.65,95,0.4,2794.22189,146366
68,Guinea,2008,Developing,56.8,33,30,0.21,19.68510257,57,89,19.8,47,59,3.21,6,2.3,437.4467238,1323142
69,Guinea-Bissau,2008,Developing,55.6,297,5,2.64,28.30191127,NA,12,21.9,7,77,6.5,77,6,583.5445622,148841
70,Guyana,2008,Developing,66.3,218,1,7.32,493.3279293,93,,4.9,1,93,7.46,93,0.8,2576.124957,746314
71,Haiti,2008,Developing,62.1,259,16,5.95,63.83195683,NA,,41.8,22,64,5.92,63,2.4,674.7564147,97529
72,Honduras,2008,Developing,73.2,159,4,3.14,231.9112915,92,,45.1,5,93,8.4,93,0.6,1751.595857,7872658
73,Hungary,2008,Developed,74.1,165,1,11.64,181.7634078,NA,,6.5,1,99,7.33,99,0.1,15669.25929,138188
74,Iceland,2008,Developed,81.4,58,,8.49,7613.814999,NA,,58.1,,98,8.8,98,0.1,55575.29196,317414
75,India,2008,Developing,65.5,23,1300,1.93,43.03043312,29,44258,14.9,1800,69,4.34,7,0.3,991.484634,119714696
76,Indonesia,2008,Developing,67.7,189,149,0.07,10.26341108,82,15369,21.3,181,83,2.81,77,0.2,216.52766,236159276
77,Iran (Islamic Republic of),2008,Developing,72.7,135,24,0.02,,99,127,51.4,28,99,6.28,99,0.1,NA,NA
78,Iraq,2008,Developing,69.3,167,32,0.17,192.1562998,66,5494,54.5,38,71,3.93,69,0.1,4521.3247,29111417
79,Ireland,2008,Developed,79.8,75,,12.66,9528.230574,NA,57,57.4,,93,8.64,93,0.1,61235.415,4489544
80,Israel,2008,Developing,81,65,1,2.47,471.5533294,99,931,62.1,1,94,7.33,94,0.1,29657.4421,7388
81,Italy,2008,Developed,81.5,61,2,7.96,66.37840495,96,1617,59.9,2,96,8.89,96,0.1,464.18465,58826731
82,Jamaica,2008,Developing,74.5,145,1,3.51,31.76575838,92,2,48.9,1,91,5.4,91,0.4,492.492378,279122
83,Japan,2008,Developed,82.7,66,3,7.11,7313.175418,NA,11015,25.9,4,98,8.6,98,0.1,39339.29757,12863
84,Jordan,2008,Developing,73.1,119,4,0.61,535.2786404,97,2,6.1,4,98,8.78,97,0.1,3385.69665,6489822
85,Kazakhstan,2008,Developing,66.6,258,8,7.6,708.3285785,99,20,47.9,9,99,3.65,99,0.1,8513.564645,15674
86,Kenya,2008,Developing,57.9,339,64,1.71,60.5153506,88,1282,17.9,95,88,3.9,88,6.4,916.8992515,39148416
87,Kiribati,2008,Developing,65.1,21,,0.46,167.6201552,83,,74.1,,74,12.23,82,0.1,1413.3234,9844
88,Kuwait,2008,Developing,73.8,88,1,0.03,2078.392748,99,,67.5,1,99,1.93,99,0.1,55571.9986,NA
89,Kyrgyzstan,2008,Developing,67.6,217,4,2.53,,97,16,39.5,4,95,6.7,95,0.2,NA,NA
90,Lao People's Democratic Republic,2008,Developing,62.6,228,10,5.1,,61,174,16.7,14,6,2.77,61,0.2,NA,NA
91,Latvia,2008,Developed,71.9,199,,11.84,253.4022338,93,3,58.1,,94,6.63,94,0.1,16348.53121,2177322
92,Lebanon,2008,Developing,74.5,98,1,1.67,69.13924862,81,24,62.5,1,75,8.7,81,0.1,712.775759,411147
93,Lesotho,2008,Developing,47.8,592,5,2.75,91.85432774,88,,28.8,6,86,8.85,88,27.3,934.428563,199993
94,Liberia,2008,Developing,58.6,281,10,3.88,40.03344077,64,1,23.4,14,79,11.83,75,2.4,232.61732,3662993
95,Libya,2008,Developing,72.6,132,2,0.01,532.6700005,98,8,58.2,2,98,2.4,98,0.1,14396.4865,NA
96,Lithuania,2008,Developed,71.1,224,,13.3,1888.149904,96,1,59.3,,96,6.61,96,0.1,14961.56818,3198231
97,Luxembourg,2008,Developed,80,8,,11.53,18961.3486,94,1,58.4,,96,7.34,99,0.1,114293.8433,48865
98,Madagascar,2008,Developing,62.3,259,34,0.68,6.448762615,77,3,17.1,49,77,4.5,77,0.5,47.733254,19996469
99,Malawi,2008,Developing,50,525,36,1.27,74.34482999,91,20,16.9,58,92,1.7,91,16.9,372.842678,14271234
100,Malaysia,2008,Developing,73.8,132,3,0.47,438.4519214,97,334,33.4,4,97,3.47,97,0.1,8513.629541,2711169
101,Maldives,2008,Developing,75.9,81,,1.76,1077.712092,98,,2.3,,98,9.3,98,0.1,5828.621374,362
102,Mali,2008,Developing,55.5,278,55,0.57,102.1413744,74,98,19.6,94,74,6.74,74,1.6,689.6784228,14138216
103,Malta,2008,Developed,80,64,,7.14,2655.573684,86,1,66.6,,72,8.15,72,0.1,21928.767,49379
104,Mauritania,2008,Developing,61.4,217,8,0.02,61.76263795,74,4,26.1,12,73,3.23,74,1.3,1167.535689,347541
105,Mauritius,2008,Developing,72.7,166,,2.49,6.6489825,99,12,29.7,,99,4.6,99,0.1,83.635,1244121
106,Mexico,2008,Developing,75.6,127,37,5.36,159.8772264,97,,58.7,43,96,6.6,96,0.1,9689.52887,11366189
107,Micronesia (Federated States of),2008,Developing,68.4,174,,1.97,,89,,65.2,,88,12.94,85,0.1,NA,NA
108,Mongolia,2008,Developing,67.4,225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2139.625631,2628131
109,Montenegro,2008,Developing,74.6,121,,6.17,709.1311228,93,,57.8,,95,6.13,95,0.1,7325.73474,616969
110,Morocco,2008,Developing,71.8,123,21,0.51,171.3658969,97,1455,51.7,24,99,5.41,99,0.1,2884.94776,31596855
111,Mozambique,2008,Developing,53.2,45,72,1.48,0.796915785,75,4,19.7,104,74,4.91,75,12.6,53.127719,22846758
112,Myanmar,2008,Developing,59.2,296,59,0.3,9.53048032,85,333,18.3,96,85,1.87,85,0.6,643.951373,49479752
113,Namibia,2008,Developing,61.7,317,3,6.28,59.55033546,NA,,3.2,4,83,7.15,83,11.7,429.6561,216375
114,Nepal,2008,Developing,67,189,27,0.21,70.27113179,82,2089,15.4,35,82,6.44,82,0.2,473.844449,26475859
115,Netherlands,2008,Developed,83,68,1,9.62,10873.40554,NA,109,57.9,1,97,9.57,97,0.1,56928.8248,16445593
116,New Zealand,2008,Developed,81,75,,9.49,6761.288966,9,,63.8,,89,1.7,89,0.1,31287.77865,NA
117,Nicaragua,2008,Developing,72.5,169,3,3.64,275.064434,97,,48.6,3,97,6.98,97,0.2,1518.85386,559456
118,Niger,2008,Developing,56,272,52,0.12,40.37835666,NA,1317,16.5,102,68,6.76,67,1.3,354.8185998,15228525
119,Nigeria,2008,Developing,59,386,536,9.3,105.5910629,41,9960,21,848,6,4,53,5,1383.893354,1534739
120,Norway,2008,Developed,86,67,,6.75,1707.130633,NA,4,58,,94,8.4,94,0.1,9688.5961,4768212
121,Oman,2008,Developing,75.2,19,1,0.57,123.0966298,99,18,51.1,1,97,2.1,99,0.1,2275.3536,NA
122,Pakistan,2008,Developing,64.6,177,369,0.03,5.447133608,65,1129,2.6,460,7,3.26,62,0.1,139.31288,16364463
123,Panama,2008,Developing,76.5,127,1,6.74,956.8229765,86,,52.7,2,86,6.75,86,0.1,6973.9284,3516268
124,Papua New Guinea,2008,Developing,61.4,29,11,0.81,103.7277727,59,,43.4,14,76,4.6,63,1.3,1178.72469,6787187
125,Paraguay,2008,Developing,72.7,157,3,6.14,34.73924576,87,,44.9,4,85,7.6,89,0.1,359.992184,647117
126,Peru,2008,Developing,73.9,138,11,4.85,58.4989742,93,1,5.8,14,93,4.73,93,0.3,428.87811,2864198
127,Philippines,2008,Developing,67.5,217,60,4.21,155.4767618,88,341,21.6,78,91,4.5,91,0.1,1919.466195,9751864
128,Poland,2008,Developed,75.5,14,2,11.4,15.71474837,98,,57.2,3,96,6.88,99,0.1,141.44688,38125759
129,Portugal,2008,Developed,79,92,,12.35,3652.869332,97,1,56.5,,97,9.9,97,0.1,24815.6884,1558177
130,Qatar,2008,Developing,76.8,82,,1.37,5484.143308,97,,65.2,,98,1.87,97,0.1,82967.37228,NA
131,Republic of Korea,2008,Developing,83,75,2,9.31,,94,2,28.6,2,92,6.16,94,0.1,NA,NA
132,Republic of Moldova,2008,Developing,68.9,228,1,9.07,,97,,49.5,1,96,11.41,9,0.1,NA,NA
133,Romania,2008,Developed,73.1,159,2,11.9,128.0805702,97,12,55.6,3,95,5.33,96,0.1,1136.47356,2537875
134,Russian Federation,2008,Developing,67.5,278,16,12.04,161.7301654,98,27,56.6,18,98,6.22,98,0.3,11635.2637,14274235
135,Rwanda,2008,Developing,68,282,18,6.39,0.661540371,97,6,17.1,28,97,7.66,97,3.7,5.6687264,978169
136,Saint Lucia,2008,Developing,74.1,149,,12.09,,96,,42.2,,96,7.43,96,0.1,NA,NA
137,Saint Vincent and the Grenadines,2008,Developing,72.1,167,,6.92,,99,,47.5,,99,4.7,99,0.3,NA,NA
138,Samoa,2008,Developing,72.5,146,,3.97,47.35260547,12,,71.4,,54,4.52,26,0.1,359.82223,183526
139,Sao Tome and Principe,2008,Developing,65.4,215,,4.36,62.8565863,99,,25.4,,99,5.66,99,0.9,1126.46212,166913
140,Saudi Arabia,2008,Developing,73.3,98,9,0.09,15.50666857,98,158,62.4,10,98,2.87,98,0.1,237.83234,NA
141,Senegal,2008,Developing,62.8,225,22,0.28,1.08833088,88,6,2.8,34,87,4.94,88,0.6,11.33678,1223957
142,Serbia,2008,Developing,74,132,1,9.54,96.33237912,93,2,55.8,1,95,1.5,95,0.1,671.773913,735222
143,Seychelles,2008,Developing,72.2,184,,6.33,701.8526364,99,,31.8,,99,2.64,99,0.1,11122.8627,86956
144,Sierra Leone,2008,Developing,46.2,441,29,3.91,5.379606465,77,44,2.7,44,75,1.29,77,1.9,46.3759178,6165372
145,Singapore,2008,Developed,81.4,64,,1.7,3404.13099,97,18,31.2,,97,3.91,97,0.1,39721.4818,NA
146,Slovakia,2008,Developed,74.7,136,,11.37,,99,,54.8,,99,8.2,99,0.1,NA,NA
147,Slovenia,2008,Developed,78.9,96,,10.94,392.9588536,NA,,55.8,,97,8.47,97,0.1,2751.8127,221316
148,Solomon Islands,2008,Developing,68,193,,1.09,19.74929219,89,,44.7,,94,5.97,89,0.1,125.79167,54477
149,Somalia,2008,Developing,51.9,336,52,0.01,,NA,1081,21.1,84,4,NA,31,0.9,NA,NA
150,South Africa,2008,Developing,55.3,473,50,8.19,780.0336423,76,39,45.7,75,77,7.75,79,23.5,5786.59972,49557573.3
151,South Sudan,2008,Developing,53.6,377,27,NA,,NA,,NA,42,NA,NA,NA,4.2,1678.711862,9263136
152,Spain,2008,Developed,81.3,7,2,10.24,5596.535203,97,297,62.3,2,97,8.8,97,0.1,35578.73619,4595416
153,Sri Lanka,2008,Developing,72.3,172,4,2.1,17.81424344,98,33,18.5,4,98,3.44,98,0.1,254.489192,19817
154,Sudan,2008,Developing,61.8,251,64,2.01,128.6362711,78,129,NA,95,85,8.17,86,0.3,1291.528826,32955496
155,Suriname,2008,Developing,69.8,196,,4.94,815.4355995,84,,53.3,,85,5.92,85,1.2,6858.163158,515148
156,Swaziland,2008,Developing,51.4,477,3,4.87,413.0063027,9,1,28.9,4,89,8.19,88,40.2,2842.438422,1158897
157,Sweden,2008,Developed,81.1,62,,6.9,8105.590882,NA,25,56.5,,98,9.23,98,0.1,55746.84238,9219637
158,Switzerland,2008,Developed,82,6,,10.29,2084.255535,NA,2022,54.6,,96,1.29,95,0.1,72119.5687,7647675
159,Syrian Arab Republic,2008,Developing,73.8,122,8,0.8,,83,19,5.4,9,83,3.4,79,0.1,NA,2325443
160,Tajikistan,2008,Developing,66.4,178,10,0.32,4.153362912,86,,35.3,12,87,5.58,86,0.3,76.914128,739728
161,Thailand,2008,Developing,73.5,162,11,5.92,609.9511632,98,7790,25.7,13,99,3.92,99,0.3,4378.68746,6654576
162,The former Yugoslav republic of Macedonia,2008,Developing,74.2,111,,1.72,,97,27,56.4,,96,6.85,95,0.1,NA,NA
163,Timor-Leste,2008,Developing,66.2,168,2,0.06,36.69198927,79,,14.7,3,79,0.74,79,0.1,643.71911,17811
164,Togo,2008,Developing,56.2,344,14,1.33,69.35924758,24,187,2.4,22,8,5.73,81,4.8,513.391914,6161796
165,Tonga,2008,Developing,72.6,145,,1.1,569.6255035,84,,71.5,,88,5.13,86,0.1,3392.64743,135
166,Trinidad and Tobago,2008,Developing,69.9,185,,6.41,1902.693048,9,,4.2,,91,4.4,9,0.3,21188.11857,1315372
167,Tunisia,2008,Developing,74.7,12,3,1.37,53.08451654,99,2,54.7,3,99,5.63,99,0.1,431.9326,147336
168,Turkey,2008,Developing,73.5,121,25,1.39,22.67271848,92,,6.2,29,96,6.7,96,0.1,185.68975,74432
169,Turkmenistan,2008,Developing,64.5,235,6,2.4,34.23979419,96,,42.7,8,96,1.93,96,0.1,394.467675,4935762
170,Uganda,2008,Developing,56.3,41,84,9.79,72.85023656,71,1319,15.6,130,69,9.1,71,8.2,449.6928183,31663896
171,Ukraine,2008,Developing,67.7,273,5,9.46,456.4586664,84,48,57.6,6,91,6.63,9,0.4,3891.37823,462582
172,United Arab Emirates,2008,Developing,75.8,85,1,1.86,4003.908598,92,55,54.8,1,94,2.93,92,0.1,45758.9554,NA
173,United Kingdom of Great Britain and Northern Ireland,2008,Developed,79.6,8,4,11.47,,NA,1445,62.5,4,92,8.85,92,0.1,NA,NA
174,United Republic of Tanzania,2008,Developing,56.2,376,92,3.44,,86,3413,19.6,138,89,4.21,86,7.4,NA,NA
175,United States of America,2008,Developed,78.2,18,27,8.74,,94,140,65.7,31,94,16.2,96,0.1,NA,NA
176,Uruguay,2008,Developing,76.4,119,1,6.76,24.73142261,94,,6.1,1,94,8.17,94,0.1,962.312164,335824
177,Uzbekistan,2008,Developing,67.9,184,22,2.36,13.89021225,91,2,39.3,25,98,5.92,98,0.3,182.28625,27328
178,Vanuatu,2008,Developing,75,153,,1.18,345.339056,61,,47.4,,66,3.66,67,0.1,2697.961375,22534
179,Venezuela (Bolivarian Republic of),2008,Developing,73.2,168,9,8.18,,53,,58.2,10,76,3.98,5,0.1,NA,NA
180,Viet Nam,2008,Developing,74.9,135,28,3.58,,87,352,12.9,35,93,5.53,93,0.2,NA,NA
181,Yemen,2008,Developing,63.8,238,37,0.04,,78,7,35.7,47,78,5.12,78,0.1,NA,NA
182,Zambia,2008,Developing,55.7,45,31,2.12,153.6783754,87,140,19.7,49,9,4.87,87,11.9,1369.68249,1382517
183,Zimbabwe,2008,Developing,48.2,632,30,3.56,20.84342867,75,,28.6,46,75,4.96,75,20.5,325.678573,13558469
