Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
149,Somalia,2006,Developing,51.5,337,51,0.01,0,0,7,2.2,83,26,0,26,0.9,0,0
150,South Africa,2006,Developing,54,496,54,8.5,732.1255305,83,81,44.3,82,79,7.57,82,28.1,5631.73485,4823384.48
151,South Sudan,2006,Developing,52.5,383,28,0,0,0,0,0,43,0,0,0,4.1,0,8468152
152,Spain,2006,Developed,88,73,2,11.86,4460.390006,97,362,61.1,2,98,8.23,98,0.1,28482.6948,44397319
153,Sri Lanka,2006,Developing,73.8,145,4,1.96,120.2471713,98,0,17.2,5,98,4.6,98,0.1,1448.7611,1952
154,Sudan,2006,Developing,61,26,66,1.9,60.3368571,6,228,0,99,77,3.93,78,0.2,893.8793645,316764
155,Suriname,2006,Developing,69.3,199,0,4.52,72.800168,84,0,51.8,0,84,6.22,84,0.6,527.92,5437
156,Swaziland,2006,Developing,47.8,564,3,5.53,437.0802438,93,0,28.2,4,88,6.81,87,43.7,2937.36723,112514
157,Sweden,2006,Developed,88,64,0,6.5,6369.516139,0,19,55.7,0,98,8.95,98,0.1,46256.4716,9855
158,Switzerland,2006,Developed,81.5,65,0,10.24,10598.08187,0,0,53.7,0,94,1.39,94,0.1,57348.92788,7483934
159,Syrian Arab Republic,2006,Developing,73.7,123,8,0.97,122.6523334,83,517,48.5,10,83,3.78,8,0.1,1762.24617,18914977
160,Tajikistan,2006,Developing,65.9,183,10,0.38,2.626234903,88,3,34.1,12,76,5.7,83,0.3,44.2872665,7557
161,Thailand,2006,Developing,73,168,13,6.18,433.9210918,96,3588,23.6,15,98,3.49,98,0.5,3368.952576,65824164
162,The former Yugoslav republic of Macedonia,2006,Developing,73.7,122,0,1.74,0,89,3,55.4,0,92,7.61,93,0.1,0,0
163,Timor-Leste,2006,Developing,64.9,186,2,0.04,28.12560496,0,90,13.9,3,62,0.65,63,0.1,441.53226,148621
164,Togo,2006,Developing,55.7,345,15,1.37,6.226048785,0,26,19.3,22,85,5.56,84,5,377.33629,5837792
165,Tonga,2006,Developing,72.4,148,0,1.79,503.5881956,89,0,7.1,0,89,5.61,88,0.1,2892.522663,11689
166,Trinidad and Tobago,2006,Developing,69.6,188,0,6.35,103.3710689,89,0,38.4,0,89,4.49,92,0.6,1495.96337,133144
167,Tunisia,2006,Developing,74.4,12,3,1.46,420.1153538,99,3,53.1,4,99,5.64,99,0.1,3371.71231,1196136
168,Turkey,2006,Developing,72.8,126,28,1.29,103.523776,82,34,58.5,34,9,5.81,9,0.1,834.869161,6876345
169,Turkmenistan,2006,Developing,63.7,245,6,2.71,29.27235366,98,48,41.3,8,98,2.9,98,0.1,2136.66815,48115
170,Uganda,2006,Developing,54.9,41,93,9.81,50.83901418,64,5736,14.8,145,62,9.86,64,8.6,336.4593923,2955662
171,Ukraine,2006,Developing,67.7,267,5,7.99,29.38172706,96,42724,56.8,6,99,6.39,98,0.8,233.18831,4678775
172,United Arab Emirates,2006,Developing,75.4,89,1,1.74,3749.941617,92,0,55.8,1,94,2.33,92,0.1,42372.22166,0
173,United Kingdom of Great Britain and Northern Ireland,2006,Developed,79.3,82,4,11.61,0,0,764,61.3,4,92,8.36,92,0.1,0,0
174,United Republic of Tanzania,2006,Developing,53.1,437,96,4.07,0,9,2362,18.6,145,91,6.86,9,9.4,0,0
175,United States of America,2006,Developed,77.8,113,28,8.63,0,93,55,64.4,33,93,15.27,96,0.1,0,0
176,Uruguay,2006,Developing,76.2,117,1,6.58,1712.225506,95,0,58.9,1,95,11.17,95,0.1,5877.87678,333143
177,Uzbekistan,2006,Developing,67.6,185,23,1.96,77.27092119,98,823,38.1,27,94,5.49,96,0.4,654.2838373,2648825
178,Vanuatu,2006,Developing,71,161,0,1,43.19780767,59,0,45.7,0,67,3.96,68,0.1,247.97823,214634
179,Venezuela (Bolivarian Republic of),2006,Developing,73.6,163,9,8.27,0,71,78,57.1,11,73,4.85,71,0.1,0,0
180,Viet Nam,2006,Developing,74.6,136,28,2.56,0,93,1978,11.8,35,94,5.56,94,0.2,0,0
181,Yemen,2006,Developing,63,242,39,0.04,0,78,8079,34.5,51,78,4.82,78,0.1,0,0
182,Zambia,2006,Developing,58,526,33,2.25,1.860003739,81,459,18.8,52,83,6.11,81,15.9,13.154199,12383446
183,Zimbabwe,2006,Developing,45.4,7,28,4.57,34.26216876,68,212,27.9,45,71,5.12,7,26.8,414.796232,13124267
