Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
45,Democratic People's Republic of Korea,2007,Developing,68.5,166,9,3.13,,92,3550,28.7,12,99,NA,92,0.1,NA,NA
46,Democratic Republic of the Congo,2007,Developing,55.7,299,236,1.52,,7,55577,17.8,326,72,3.61,7,1.9,NA,NA
47,Denmark,2007,Developed,78.4,93,,10.99,9703.068121,NA,2,55.9,,87,9.99,87,0.1,58487.451,5461438
48,Djibouti,2007,Developing,59.8,296,1,0.45,20.86878709,25,24,3.9,2,88,7.72,88,3.5,147.586896,8942
49,Dominican Republic,2007,Developing,72.9,164,6,6.05,74.8217488,81,,5.4,8,86,4.34,85,1.6,4647.31359,954353
50,Ecuador,2007,Developing,74.7,14,7,3.63,19.60467787,94,,48.6,9,95,5.94,96,0.2,359.71886,1425453
51,Egypt,2007,Developing,69.7,171,55,0.21,,98,1684,54.8,65,98,4.95,98,0.1,NA,NA
52,El Salvador,2007,Developing,71.2,23,2,2.83,52.30172215,99,,5.8,3,99,6.32,99,0.3,334.83817,683475
53,Equatorial Guinea,2007,Developing,55,339,3,6.86,1024.519543,NA,5,2.9,4,54,2.25,41,5.9,15761.83913,829327
54,Eritrea,2007,Developing,62,329,6,1.23,11.42385961,91,55,14.7,9,91,3.29,91,1.3,317.3294336,4153332
55,Estonia,2007,Developing,73,189,,17.87,1904.12469,95,1,56.3,,95,5.16,95,0.1,16586.452,13468
56,Ethiopia,2007,Developing,58.5,39,186,1.06,30.46451811,47,1446,14.5,286,61,4.69,5,2.8,243.326822,8149
57,Fiji,2007,Developing,68.6,29,,2.09,5.889526221,99,,56.6,,99,3.74,99,0.1,478.82327,834812
58,Finland,2007,Developing,79.3,96,,10.45,6147.1323,NA,,59,,97,8.9,99,0.1,48288.5491,528872
59,France,2007,Developing,89,89,3,12.2,64.73714894,42,39,58.6,3,99,1.45,98,0.1,416.58397,6416229
60,Gabon,2007,Developing,61.6,291,2,9.02,545.4389573,75,,31.9,3,78,2.86,81,10,8352.81711,1489193
61,Gambia,2007,Developing,58.5,288,3,2.64,,97,,22.2,6,94,5.76,95,3.1,NA,NA
62,Georgia,2007,Developing,74.4,12,1,8.65,106.164686,94,44,49.9,1,88,8.17,98,0.1,2492.12878,482
63,Germany,2007,Developed,79.8,82,3,11.5,7777.556353,86,567,58.5,3,95,1.18,96,0.1,41814.8191,82266372
64,Ghana,2007,Developing,59.9,28,41,1.25,3.181373629,94,6,23.6,61,94,5.3,94,2.6,19.686718,227212
65,Greece,2007,Developing,79.4,8,,9.67,3632.243121,95,2,61.8,,99,9.41,99,0.1,28827.32636,1148473
66,Grenada,2007,Developing,71.9,164,,9.06,95.19375921,96,,41.8,,96,5.88,96,0.1,7322.596862,NA
67,Guatemala,2007,Developing,75,192,13,2.4,380.9632429,85,,45.2,16,85,6.86,85,0.4,2489.955836,137286
68,Guinea,2007,Developing,56.4,36,31,0.19,1.399626733,57,3,19.4,48,46,3.8,63,2.4,49.456775,196727
69,Guinea-Bissau,2007,Developing,55,32,5,2.98,31.06932595,NA,1,21.3,7,76,6.1,74,5.7,481.694976,1445958
70,Guyana,2007,Developing,65.7,232,1,7.2,362.8702271,94,,4.3,1,94,6.45,94,1.9,2327.58324,747869
71,Haiti,2007,Developing,61.8,266,17,6.08,56.77858733,NA,,4.7,23,62,5.56,63,2.7,615.8198192,9556889
72,Honduras,2007,Developing,73,16,5,3.16,222.4823338,93,,44.3,6,94,7.89,94,0.7,1592.572182,777972
73,Hungary,2007,Developed,73.5,176,1,12.55,163.3433278,NA,,59.9,1,99,7.51,99,0.1,13842.6549,15578
74,Iceland,2007,Developed,81.3,59,,7.53,12042.97366,NA,,57.8,,97,8.75,97,0.1,68348.31817,311566
75,India,2007,Developing,65.2,26,1400,1.59,5.234770324,6,41144,14.4,1900,67,4.23,64,0.3,118.166373,1179681239
76,Indonesia,2007,Developing,67.5,19,154,0.06,102.633435,76,19456,2.5,188,77,3.1,73,0.2,1855.93915,232989141
77,Iran (Islamic Republic of),2007,Developing,72.4,138,25,0.02,,97,133,5.4,29,98,5.84,99,0.1,NA,NA
78,Iraq,2007,Developing,65.9,227,31,0.14,146.7606488,56,230,53.8,38,74,3.69,57,0.1,3129.224922,2839433
79,Ireland,2007,Developed,79.5,75,,13.59,9797.552661,NA,64,56.6,,92,7.57,92,0.1,61388.17457,4398942
80,Israel,2007,Developing,84,68,1,2.33,4.3451016,99,539,61.6,1,95,7.37,95,0.1,258.637,7181
81,Italy,2007,Developed,81.3,63,2,8.37,5228.821581,97,321,59.4,2,97,8.48,97,0.1,37698.78573,5843831
82,Jamaica,2007,Developing,74.2,148,1,3.64,25.62349238,92,,48.1,1,94,4.87,92,0.9,462.517913,2775467
83,Japan,2007,Developed,82.6,67,3,7.29,6599.995239,NA,,25.4,4,97,8.25,98,0.1,35275.22843,1281
84,Jordan,2007,Developing,73,12,4,0.6,373.2628643,98,41,59.3,4,98,8.35,98,0.1,2762.86354,6193191
85,Kazakhstan,2007,Developing,65.3,288,8,7.44,499.730412,94,13,47.3,9,94,3.19,93,0.1,6771.414797,15484192
86,Kenya,2007,Developing,56.8,356,66,1.97,59.83361364,81,1516,17.3,100,76,4.8,81,9.1,839.181117,388599
87,Kiribati,2007,Developing,65,211,,0.68,188.7108773,96,,73.4,,93,13.66,94,0.1,1357.632211,96311
88,Kuwait,2007,Developing,73.7,89,1,0.03,2555.303869,99,,67.1,1,99,2.13,99,0.1,45793.97614,NA
89,Kyrgyzstan,2007,Developing,67.2,229,4,2.77,,94,40,39,4,94,6.87,94,0.1,NA,NA
90,Lao People's Democratic Republic,2007,Developing,62.1,234,11,5,,5,1678,16.1,15,46,4.14,5,0.2,NA,NA
91,Latvia,2007,Developed,78,221,,12.12,170.9884138,91,,57.7,,94,7.1,94,0.1,1444.1589,22325
92,Lebanon,2007,Developing,74.4,98,1,1.72,8.906931168,8,373,61.9,1,75,8.9,8,0.1,614.271115,486466
93,Lesotho,2007,Developing,46.2,633,4,2.69,9.18432717,9,2,28.3,6,87,8.47,88,30,918.432717,1982287
94,Liberia,2007,Developing,57.9,286,10,4.03,3.686899287,NA,1,22.9,14,67,1.24,65,2.8,21.3733292,3512932
95,Libya,2007,Developing,72.5,132,2,0.01,54.8789106,98,59,57.4,3,98,2.63,98,0.1,1138.56661,NA
96,Lithuania,2007,Developed,72,24,,13.4,1581.511914,96,,59,,95,6.22,95,0.1,12297.91535,3231294
97,Luxembourg,2007,Developed,79.7,82,,11.75,267.051312,87,,57.9,,96,6.8,99,0.1,1618.4928,479993
98,Madagascar,2007,Developing,61.9,261,35,0.71,55.43034455,84,,16.7,51,83,4.98,84,0.6,377.8482928,19433523
99,Malawi,2007,Developing,48.5,559,37,1.18,4.269511381,87,143,16.6,59,88,9.31,87,19.3,32.2227274,1384969
100,Malaysia,2007,Developing,73.7,133,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,7269.17114,26625845
101,Maldives,2007,Developing,75.4,82,,1.78,6.491488598,98,20,19.5,,98,6.64,98,0.1,52.862285,349
102,Mali,2007,Developing,55,282,56,0.55,81.8405007,74,2,19,96,76,6.97,74,1.7,595.6368319,1367566
103,Malta,2007,Developed,79.6,65,,7.45,2578.888314,82,2,66.1,,76,8.36,74,0.1,19375.5696,46724
104,Mauritania,2007,Developing,61.2,219,8,0.02,7.35400072,74,11,25.5,12,75,3.54,75,1.3,113.3128,3312665
105,Mauritius,2007,Developing,72.9,161,,3.24,582.5143743,97,13,29.1,,96,4.24,97,0.1,6574.654338,123963
106,Mexico,2007,Developing,76,123,38,5.35,105.7476131,98,,57.9,45,98,5.92,98,0.1,933.341687,111836346
107,Micronesia (Federated States of),2007,Developing,68.2,175,,1.64,,9,,64.7,,79,11.99,79,0.1,NA,NA
108,Mongolia,2007,Developing,65.9,26,2,3.79,126.698109,98,12,43.9,2,99,5.6,95,0.1,1634.81431,259167
109,Montenegro,2007,Developing,74.2,125,,4.98,678.5188944,9,,57.2,,92,6.74,92,0.1,5957.145693,615875
110,Morocco,2007,Developing,71.4,128,21,0.56,157.6431445,95,2248,5.8,25,95,5.48,95,0.1,2494.353552,31225881
111,Mozambique,2007,Developing,52.1,425,74,1.03,53.9502789,75,267,19.3,108,75,5.25,75,14.1,422.1461573,22188387
112,Myanmar,2007,Developing,64.5,217,58,0.26,0.5305728,85,1088,17.6,78,84,1.68,86,0.6,41.451,49171586
113,Namibia,2007,Developing,60,356,3,5.12,62.11039296,NA,21,29.4,4,81,6.99,86,15.2,422.51968,279915
114,Nepal,2007,Developing,66.6,194,29,0.2,52.22906505,82,1415,14.9,38,82,5.84,82,0.2,393.8843518,26214847
115,Netherlands,2007,Developed,82,68,1,9.53,9689.732784,NA,10,57.3,1,97,9.36,97,0.1,51241.31562,16381696
116,New Zealand,2007,Developed,81,76,,9.19,606.3106561,88,25,63.2,,88,8.35,88,0.1,3259.73471,NA
117,Nicaragua,2007,Developing,72.5,173,3,3.83,253.0007812,93,,47.9,4,93,6.91,93,0.2,1344.31871,552216
118,Niger,2007,Developing,55.2,276,53,0.1,35.80929749,NA,282,16.1,106,57,6.94,57,1.4,292.55962,14668338
119,Nigeria,2007,Developing,55,388,542,9.55,104.4746444,42,2613,2.4,863,54,4.47,42,5.2,1136.829645,14641724
120,Norway,2007,Developed,85,67,,6.6,14829.41215,NA,,57.5,,93,8.58,93,0.1,85128.65759,479153
121,Oman,2007,Developing,74.9,113,1,0.57,88.45038011,99,24,5.6,1,97,2.43,99,0.1,1585.13226,NA
122,Pakistan,2007,Developing,64.4,178,367,0.03,3.912744517,75,2801,2.1,459,75,3.35,75,0.1,95.4327931,16332974
123,Panama,2007,Developing,76.4,124,1,6.16,76.2508038,85,,51.9,2,84,6.31,85,0.2,668.8667,345387
124,Papua New Guinea,2007,Developing,61.1,295,11,0.71,85.7175381,61,,42.7,14,72,4.4,71,1.4,956.668952,6627922
125,Paraguay,2007,Developing,72.5,159,3,5.61,318.6201852,86,,44.2,4,95,6.41,95,0.1,2312.192926,5966159
126,Peru,2007,Developing,74,133,11,4.29,516.4037021,93,,5.2,15,93,4.6,93,0.3,3611.2147,28292724
127,Philippines,2007,Developing,67.5,216,62,4.19,137.327474,87,530,21.1,80,87,3.94,87,0.1,1672.685433,8929349
128,Poland,2007,Developed,75.3,144,2,10.9,14.3042452,98,40,56.6,3,99,6.28,99,0.1,1126.31852,381256
129,Portugal,2007,Developed,78.7,94,,12.57,333.3569124,97,,55.7,,96,9.62,97,0.1,2278.5845,1542964
130,Qatar,2007,Developing,76.7,83,,1.24,44.18506273,94,361,65.1,,97,2.31,94,0.1,675.61258,NA
131,Republic of Korea,2007,Developing,79.8,77,2,9.05,,91,194,28.2,2,91,5.99,91,0.1,NA,NA
132,Republic of Moldova,2007,Developing,68.3,237,1,9.66,,95,10,49.1,1,93,1.88,92,0.1,NA,NA
133,Romania,2007,Developed,72.9,154,3,10.6,919.1673438,99,353,55,3,96,5.21,96,0.1,8214.185378,2882982
134,Russian Federation,2007,Developing,67.3,282,16,12.19,11.02617159,98,173,56.1,19,98,5.38,98,0.3,911.25385,1428588
135,Rwanda,2007,Developing,59.6,295,20,6.78,7.409771603,97,26,16.5,30,98,8.49,97,5,44.853339,944742
136,Saint Lucia,2007,Developing,73.9,151,,12.68,,99,,41.3,,99,6.81,99,0.1,NA,NA
137,Saint Vincent and the Grenadines,2007,Developing,71.9,17,,5.89,,99,,46.6,,99,3.92,99,0.3,NA,NA
138,Samoa,2007,Developing,72.2,149,,3.85,47.73638191,46,,7.9,,49,5.25,53,0.1,322.543121,182286
139,Sao Tome and Principe,2007,Developing,65.1,217,,4.14,49.93698173,87,,24.7,,98,7.44,97,1.2,894.927988,16311
140,Saudi Arabia,2007,Developing,73.2,99,9,0.1,1307.89002,96,4648,61.6,10,96,3.49,96,0.1,16472.1665,NA
141,Senegal,2007,Developing,62.1,23,22,0.32,8.309152927,94,11,2.3,36,93,4.72,94,0.7,95.3978522,11873557
142,Serbia,2007,Developing,73.8,132,1,9.3,772.8700353,99,201,55.1,1,93,1.2,94,0.1,5458.121718,7381579
143,Seychelles,2007,Developing,72.2,185,,8.12,916.4741775,99,1,31.2,,99,3.3,99,0.1,12154.82994,8533
144,Sierra Leone,2007,Developing,45.3,45,29,3.86,45.57108889,63,,2.2,45,63,1.12,64,2.2,358.8274716,615417
145,Singapore,2007,Developed,81.1,65,,1.6,3082.973535,96,15,3.9,,97,3.46,97,0.1,39223.58187,NA
146,Slovakia,2007,Developed,74.4,14,,10.58,,99,,54.2,,99,7.76,99,0.1,NA,NA
147,Slovenia,2007,Developed,78.3,12,,11.02,3256.724028,NA,,55.2,,97,7.98,97,0.1,23841.31792,218122
148,Solomon Islands,2007,Developing,67.6,2,,0.85,28.90135229,9,,43.8,,93,6.42,9,0.1,146.931125,49294
149,Somalia,2007,Developing,51.5,34,52,0.01,,NA,1149,2.7,84,4,NA,4,0.9,NA,NA
150,South Africa,2007,Developing,54.5,486,51,8.48,805.490079,83,31,45,79,79,7.53,82,26.4,6125.39984,48883844.99
151,South Sudan,2007,Developing,53.1,381,27,NA,,NA,,NA,43,NA,NA,NA,4.2,NA,88568
152,Spain,2007,Developed,89,72,2,11.05,510.9327012,96,267,61.7,2,96,8.36,96,0.1,3279.414,4522683
153,Sri Lanka,2007,Developing,73.7,146,4,2.29,127.6377505,98,44,17.9,5,98,3.76,98,0.1,1644.816372,19668
154,Sudan,2007,Developing,61.4,254,65,2.01,86.13166944,78,327,NA,97,84,4.72,84,0.3,1115.6952,32282526
155,Suriname,2007,Developing,69.5,22,,4.72,685.0299083,84,,52.6,,84,5.92,84,0.8,5761.39536,5975
156,Swaziland,2007,Developing,50,51,3,5.55,43.3664999,92,,28.5,4,88,7.5,87,40.7,347.48798,1138434
157,Sweden,2007,Developed,89,63,,6.9,7593.391622,NA,1,56.1,,98,8.92,98,0.1,53324.37937,914892
158,Switzerland,2007,Developed,81.7,63,,10.44,11892.33429,NA,1015,54.1,,94,1.21,94,0.1,63223.46778,7551117
159,Syrian Arab Republic,2007,Developing,73.8,121,8,0.83,17.98136184,83,403,49.4,9,83,3.72,8,0.1,258.3529,1963286
160,Tajikistan,2007,Developing,66.1,181,10,0.35,2.272404904,84,2,34.7,12,85,5.35,86,0.3,52.35956,7152385
161,Thailand,2007,Developing,73.3,165,12,6.2,520.7639087,96,3893,24.6,14,98,3.56,98,0.4,3972.26475,66195615
162,The former Yugoslav republic of Macedonia,2007,Developing,73.5,12,,1.75,,96,1,55.9,,96,6.9,95,0.1,NA,NA
163,Timor-Leste,2007,Developing,65.8,173,2,0.05,11.75766897,NA,,14.2,3,7,0.37,7,0.1,524.8959363,164973
164,Togo,2007,Developing,55.9,344,14,1.37,0.675682939,NA,8,19.8,22,72,5.55,82,5.1,42.764743,5997385
165,Tonga,2007,Developing,72.5,146,,2.05,568.8692813,87,,7.8,,88,5.82,87,0.1,2932.315883,12357
166,Trinidad and Tobago,2007,Developing,69.7,187,,6.37,136.8836683,89,,39.3,,9,4.82,88,0.7,1653.1844,13926
167,Tunisia,2007,Developing,74.6,12,3,1.24,469.6282925,98,4,53.9,4,98,5.64,98,0.1,3778.184171,129887
168,Turkey,2007,Developing,73.2,124,26,1.26,115.5801103,96,3,59.3,31,96,6.4,96,0.1,979.49246,69597281
169,Turkmenistan,2007,Developing,64.1,241,6,2.58,0.358651421,98,59,42,8,98,2.16,98,0.1,26.371428,487137
170,Uganda,2007,Developing,55.5,41,88,9.65,6.002527685,73,3776,15.2,137,7,9.76,73,8.4,41.858631,359487
171,Ukraine,2007,Developing,67.5,277,5,8.86,46.19685449,92,1005,57.2,6,98,6.36,98,0.7,368.68998,465935
172,United Arab Emirates,2007,Developing,75.6,87,1,1.69,3759.457226,92,,55.1,1,94,2.57,92,0.1,42672.61323,NA
173,United Kingdom of Great Britain and Northern Ireland,2007,Developed,79.5,8,4,11.84,,NA,1022,61.9,4,92,8.42,92,0.1,NA,NA
174,United Republic of Tanzania,2007,Developing,54.5,411,94,4.4,,83,7726,19.1,141,88,4.72,83,8.5,NA,NA
175,United States of America,2007,Developed,78.1,11,27,8.74,,93,43,65.1,32,93,15.57,96,0.1,NA,NA
176,Uruguay,2007,Developing,75.4,124,1,6.67,14.47305874,94,,59.5,1,94,8.23,94,0.1,79.69746,3339741
177,Uzbekistan,2007,Developing,67.8,184,22,2.15,9.290983645,99,863,38.7,26,98,5.81,96,0.3,83.476942,26868
178,Vanuatu,2007,Developing,73,157,,1.01,342.4908556,6,,46.6,,67,3.67,67,0.1,2393.367265,219953
179,Venezuela (Bolivarian Republic of),2007,Developing,73.4,165,9,8.7,,62,32,57.6,10,67,5.25,62,0.1,NA,NA
180,Viet Nam,2007,Developing,74.7,136,28,3.01,,67,17,12.3,35,92,6.9,92,0.2,NA,NA
181,Yemen,2007,Developing,63.4,24,38,0.05,,79,13,35.1,49,79,4.92,79,0.1,NA,NA
182,Zambia,2007,Developing,52.6,487,32,2.08,10.85148218,8,535,19.2,51,77,4.37,8,13.6,114.587985,12725974
183,Zimbabwe,2007,Developing,46.6,67,29,3.88,29.81456607,72,242,28.2,46,73,4.47,73,23.7,396.9982166,1332999
