Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
66,Grenada,2009,Developing,72.4,158,,8.42,146.4384488,99,,43.1,,99,6.24,99,0.1,7395.88125,NA
67,Guatemala,2009,Developing,76,198,12,2.14,445.4423371,92,,46.5,15,92,6.79,92,0.4,2635.753474,1431628
68,Guinea,2009,Developing,57.3,297,29,0.18,24.84763562,57,264,2.3,46,6,3.85,57,2.3,436.6895539,1556524
69,Guinea-Bissau,2009,Developing,56.3,288,4,2.55,47.12969266,8,,22.5,7,78,6.81,8,6,544.222779,1517448
70,Guyana,2009,Developing,66.1,218,,7.49,466.6693698,98,,41.6,1,97,7.32,98,0.3,2716.35256,745693
71,Haiti,2009,Developing,62.5,251,16,5.85,41.30079452,NA,,43,21,65,6.68,65,2,668.297646,985287
72,Honduras,2009,Developing,73.4,157,4,3.08,286.1211446,97,,45.9,5,97,8.84,97,0.5,1815.489496,83521
73,Hungary,2009,Developed,74.2,162,,11.46,1281.155944,NA,1,61.1,1,99,7.55,99,0.1,12967.16543,12265
74,Iceland,2009,Developed,81.6,55,,10.22,687.5776358,NA,,58.5,,96,9.12,96,0.1,4461.89251,318499
75,India,2009,Developing,66,2,1300,2.5,0.844186331,37,56188,15.4,1700,73,4.38,74,0.2,19.317765,121427132
76,Indonesia,2009,Developing,67.9,189,143,0.08,125.7980678,82,20818,22.1,174,85,2.83,78,0.3,2254.44566,23934478
77,Iran (Islamic Republic of),2009,Developing,73.3,122,23,0.03,,99,262,52.5,27,99,7.63,99,0.1,NA,NA
78,Iraq,2009,Developing,74,148,32,0.2,185.6366983,75,30328,55.2,39,78,4.65,78,0.1,3735.144836,29894652
79,Ireland,2009,Developed,79.7,77,,11.41,7620.823456,NA,164,58.2,,94,9.53,94,0.1,51983.78892,4535375
80,Israel,2009,Developing,81.5,63,1,2.55,508.6645438,98,5,62.6,1,96,7.46,96,0.1,27795.87671,74856
81,Italy,2009,Developed,81.6,61,2,7.25,5243.316638,96,351,6.5,2,96,9.41,96,0.1,36976.84512,5995365
82,Jamaica,2009,Developing,74.7,142,1,3.33,235.7067417,9,,49.7,1,9,5.16,9,0.6,4293.383274,28482
83,Japan,2009,Developed,83,64,3,7.09,899.1785285,NA,741,26.4,4,99,9.51,97,0.1,4855.17564,12847
84,Jordan,2009,Developing,73.3,118,4,0.59,668.7447334,98,,6.9,4,98,9.54,98,0.1,3492.1396,6821116
85,Kazakhstan,2009,Developing,67.8,235,7,6.64,808.243302,99,,48.5,8,99,4.13,98,0.1,7165.2775,169271
86,Kenya,2009,Developing,59.1,317,62,1.86,7.146851404,88,1218,18.4,91,89,4.17,88,5,92.816252,423724
87,Kiribati,2009,Developing,65.2,28,,0.54,162.2903711,86,,74.6,,84,12.24,86,0.1,1297.285141,1568
88,Kuwait,2009,Developing,73.9,87,1,0.1,3001.628237,99,,67.9,1,99,3.87,99,0.1,37567.3121,NA
89,Kyrgyzstan,2009,Developing,68.5,21,4,2.39,,96,1,4.1,4,96,6.79,95,0.1,NA,NA
90,Lao People's Democratic Republic,2009,Developing,63.1,223,10,5.18,,67,78,17.3,14,67,3.77,67,0.2,NA,NA
91,Latvia,2009,Developed,72.6,184,,9.85,1137.6237,92,,58.5,,94,6.84,94,0.1,12219.37379,2141669
92,Lebanon,2009,Developing,74.7,95,1,1.62,8.140373615,81,22,63,1,75,7.42,81,0.1,84.268878,4183156
93,Lesotho,2009,Developing,49.4,566,4,2.75,104.3144732,91,,29.2,6,89,9.8,91,18.2,923.136931,21929
94,Liberia,2009,Developing,59.2,277,10,3.75,5.592170255,64,6,24,13,84,14.39,81,2.1,33.667491,3811528
95,Libya,2009,Developing,72.7,132,2,0.01,63.55170297,98,329,59,2,98,3.16,98,0.1,1296.97353,NA
96,Lithuania,2009,Developed,72.2,192,,12.4,1446.529217,95,,59.7,,98,7.53,98,0.1,11837.3913,3162916
97,Luxembourg,2009,Developed,83,76,,11.42,2052.393076,95,,58.8,,96,8.11,99,0.1,13198.6693,497783
98,Madagascar,2009,Developing,62.8,254,33,0.91,71.16601203,77,,17.6,47,76,4.7,77,0.5,415.6893226,2569121
99,Malawi,2009,Developing,51.5,491,36,1.16,7.915071248,93,21,17.3,56,93,1.18,93,14.9,42.7379657,1471462
100,Malaysia,2009,Developing,74,131,3,0.47,431.5452472,96,153,34.4,4,97,3.97,97,0.1,7326.744435,2765383
101,Maldives,2009,Developing,76.3,75,,1.59,100.503021,98,6,21.2,,98,9.22,98,0.1,597.1659,36
102,Mali,2009,Developing,56,276,55,0.59,84.63438925,71,2939,2.2,93,77,6.85,73,1.6,697.153124,1466597
103,Malta,2009,Developed,82,63,,7.38,335.5180568,86,1,67.1,,73,8.33,73,0.1,2675.58259,412477
104,Mauritania,2009,Developing,61.7,215,8,0.01,11.14504291,64,322,26.8,12,63,3.79,64,1.2,146.83851,356288
105,Mauritius,2009,Developing,72.8,166,,2.83,624.2361828,99,15,3.2,,99,4.97,99,0.1,7318.12641,1247429
106,Mexico,2009,Developing,75.7,13,36,5.27,881.7364327,95,,59.4,42,95,6.6,95,0.1,7748.12331,11555228
107,Micronesia (Federated States of),2009,Developing,68.5,172,,2.06,,89,,65.8,,81,13.44,91,0.1,NA,NA
108,Mongolia,2009,Developing,66.9,235,1,4.61,134.1678932,97,8,45.9,2,96,5.29,95,0.1,1717.898761,2668289
109,Montenegro,2009,Developing,75,117,,6.45,489.6818699,87,,58.5,,91,6.7,92,0.1,6698.79439,618294
110,Morocco,2009,Developing,72.3,116,20,0.62,188.2902861,98,834,52.7,23,99,5.67,99,0.1,2861.5545,31989897
111,Mozambique,2009,Developing,53.8,4,70,1.18,39.75216936,74,60,2.1,101,74,5.43,74,11.3,463.852618,2352463
112,Myanmar,2009,Developing,65.2,211,52,0.28,11.05247903,91,329,19.1,69,9,2.5,9,0.6,741.777116,49869
113,Namibia,2009,Developing,62.4,36,3,7.99,575.6748069,NA,4076,31,4,83,8.5,83,8.7,4153.497885,21374
114,Nepal,2009,Developing,67.5,183,25,0.22,6.19357029,89,189,15.9,32,93,6.41,89,0.2,48.7299,2674113
115,Netherlands,2009,Developed,86,65,1,9.23,96.8585885,NA,15,58.6,1,97,1.29,97,0.1,519.349,1653388
116,New Zealand,2009,Developed,85,73,,9.24,63.57705167,93,198,64.3,,92,11.21,92,0.1,282.94193,NA
117,Nicaragua,2009,Developing,73.2,163,3,3.36,292.753101,98,,49.4,3,99,6.82,98,0.2,1464.497754,5666581
118,Niger,2009,Developing,57.1,263,51,0.11,5.665405066,71,801,16.9,99,71,6.98,71,1.1,341.2894618,15813913
119,Nigeria,2009,Developing,51.6,376,527,9.05,14.5676468,63,1272,21.6,832,66,4.24,63,4.9,197.661422,15442181
120,Norway,2009,Developed,89,67,,6.68,142.3749426,NA,2,58.5,,94,9.49,94,0.1,817.77681,4828726
121,Oman,2009,Developing,75.4,18,1,0.56,1040.629462,98,19,51.5,1,96,2.83,98,0.1,16784.34616,NA
122,Pakistan,2009,Developing,64.8,175,371,0.03,0.697215581,78,863,21.3,460,7,2.94,71,0.1,16.63999,1674958
123,Panama,2009,Developing,76.8,127,1,6.87,1092.155356,85,,53.4,2,85,7.56,85,0.1,7429.628274,3579385
124,Papua New Guinea,2009,Developing,61.6,288,11,0.82,20.53327531,66,,44.2,14,79,4.36,73,1.1,1166.66337,6947447
125,Paraguay,2009,Developing,73,155,3,5.39,30.93519548,85,,45.6,3,81,9.14,85,0.1,2599.596259,6127837
126,Peru,2009,Developing,73.8,14,10,4.69,570.4532468,93,,51.5,13,92,5.36,93,0.3,4166.93387,29157
127,Philippines,2009,Developing,68,219,59,4.42,159.5348489,85,1469,22.1,76,86,4.41,87,0.1,1825.341521,9222879
128,Poland,2009,Developed,75.7,136,2,10.7,1299.159757,98,115,57.8,3,96,7.12,99,0.1,11527.59323,3815163
129,Portugal,2009,Developed,79.3,9,,12.03,337.1023516,96,3,57.3,,96,1.42,96,0.1,2363.97161,1568247
130,Qatar,2009,Developing,77,79,,1.11,3688.694288,99,112,65.6,,98,2.63,99,0.1,61478.23813,NA
131,Republic of Korea,2009,Developing,86,75,2,8.97,,94,17,29.1,2,95,6.66,94,0.1,NA,NA
132,Republic of Moldova,2009,Developing,69,218,1,8.45,,89,,49.9,1,87,12.49,85,0.1,NA,NA
133,Romania,2009,Developed,73.1,158,2,10.4,14.96373588,95,8,56.3,3,95,5.56,95,0.1,822.18329,2367487
134,Russian Federation,2009,Developing,68.2,261,15,11.21,137.0063357,98,101,57,18,98,7.44,98,0.3,8562.89598,142785342
135,Rwanda,2009,Developing,61,288,17,7.11,9.165614959,97,5,17.7,25,93,7.2,97,2.8,539.1538211,9977446
136,Saint Lucia,2009,Developing,74.3,147,,11.09,,95,,43,,95,8.12,95,0.1,NA,NA
137,Saint Vincent and the Grenadines,2009,Developing,72.3,165,,6.85,,99,,48.4,,99,5.13,99,0.2,NA,NA
138,Samoa,2009,Developing,76,172,,2.88,42.12368374,44,,72,,45,5.4,49,0.1,335.112838,184826
139,Sao Tome and Principe,2009,Developing,65.8,21,,4.13,11.13608747,98,,26.2,,99,6.65,98,0.9,199.57146,17813
140,Saudi Arabia,2009,Developing,73.4,97,8,0.09,117.9227998,98,82,63.1,10,98,4.9,98,0.1,1694.2931,NA
141,Senegal,2009,Developing,63.5,219,21,0.3,1.177477677,86,999,21.2,33,83,4.81,86,0.5,12.566464,1255917
142,Serbia,2009,Developing,74.1,131,1,9.85,820.8109098,93,1,56.4,1,97,9.9,95,0.1,5821.35397,73287
143,Seychelles,2009,Developing,72.3,182,,4.94,75.2256582,99,,32.4,,99,2.64,99,0.1,976.9566,87298
144,Sierra Leone,2009,Developing,47.1,433,28,3.97,49.8371267,84,31,21.2,42,81,13.13,84,1.7,394.5932439,63126
145,Singapore,2009,Developed,81.7,62,,1.73,462.9306986,96,16,31.5,,97,4.27,97,0.1,38577.55822,NA
146,Slovakia,2009,Developed,75,131,,10.63,,99,,55.3,,99,9.15,99,0.1,NA,NA
147,Slovenia,2009,Developed,79.1,9,,10.52,3505.389434,NA,,56.4,,96,9.38,96,0.1,24633.79785,239669
148,Solomon Islands,2009,Developing,68.1,192,,1.21,244.3976438,92,,45.5,,98,7.92,92,0.1,1158.282672,51679
149,Somalia,2009,Developing,52.2,335,52,0.01,,NA,13,21.5,84,41,NA,42,0.8,NA,NA
150,South Africa,2009,Developing,56.5,449,46,7.6,782.5987144,74,5857,46.4,70,75,8.39,76,19,5888.6284,5255813.11
151,South Sudan,2009,Developing,54.3,369,27,NA,,NA,,NA,42,NA,NA,NA,4.2,1264.78998,967667
152,Spain,2009,Developed,81.6,66,2,9.99,5047.254058,96,41,62.9,2,96,9.52,96,0.1,32333.4661,46362946
153,Sri Lanka,2009,Developing,71.8,183,4,2.05,13.39092189,97,21,19.2,4,97,3.37,97,0.1,216.681584,19968
154,Sudan,2009,Developing,62,248,63,1.99,17.0536929,72,68,NA,94,81,8.4,81,0.3,1226.884381,3365619
155,Suriname,2009,Developing,70,196,,5.13,885.0739766,87,,54.1,,85,6.14,87,0.6,7443.85178,52619
156,Swaziland,2009,Developing,52.6,46,3,4.9,47.6164523,88,26,29.3,4,89,8.46,88,33.7,332.517125,118675
157,Sweden,2009,Developed,81.4,62,,7.3,682.1070608,NA,3,56.9,,98,9.94,98,0.1,4627.592,9298515
158,Switzerland,2009,Developed,82.1,6,,10.15,14714.82588,NA,958,55,,96,11,95,0.1,69672.471,7743831
159,Syrian Arab Republic,2009,Developing,73.8,124,7,0.81,,84,22,51.3,9,83,3.55,8,0.1,NA,2824893
160,Tajikistan,2009,Developing,66.7,174,10,0.3,35.71613793,93,,35.9,12,93,5.93,93,0.2,666.3458569,7472819
161,Thailand,2009,Developing,73.7,16,11,5.88,547.2101411,98,6071,26.8,12,99,4.11,99,0.3,4212.5492,66881867
162,The former Yugoslav republic of Macedonia,2009,Developing,74.4,111,,1.77,,95,5,56.9,,96,6.74,96,0.1,NA,NA
163,Timor-Leste,2009,Developing,66.6,165,2,0.09,36.199487,72,10,15.1,3,78,1.2,72,0.1,757.3114436,19221
164,Togo,2009,Developing,56.7,336,14,1.24,77.09551224,78,425,2.9,22,78,6.64,78,4.3,499.6468713,633472
165,Tonga,2009,Developing,72.5,147,,1.08,4.783805563,84,,72.1,,86,4.67,84,0.1,37.846563,1364
166,Trinidad and Tobago,2009,Developing,71,183,,6.37,128.0896289,9,,41.1,,9,6.47,9,0.2,1458.8796,1321618
167,Tunisia,2009,Developing,74.7,12,3,1.4,585.6307861,99,1,55.6,3,99,6.18,99,0.1,4129.977335,1521834
168,Turkey,2009,Developing,73.9,118,23,1.4,106.9482898,94,4,61.1,27,96,6.8,96,0.1,936.499911,71339185
169,Turkmenistan,2009,Developing,65.6,215,6,2.35,37.88466056,97,,43.4,8,97,1.88,96,0.1,436.459223,5795
170,Uganda,2009,Developing,57.5,378,82,9.63,87.04534954,79,1601,15.9,124,78,8.43,79,8.1,647.17732,32771895
171,Ukraine,2009,Developing,69.2,231,5,8.71,324.5491348,66,,58,6,74,7.8,71,0.3,2545.48341,46533
172,United Arab Emirates,2009,Developing,76,84,1,1.73,292.4022672,93,,55.1,1,94,4.5,93,0.1,3372.57517,NA
173,United Kingdom of Great Britain and Northern Ireland,2009,Developed,81,78,4,10.79,,NA,1212,63.1,4,93,9.81,93,0.1,NA,NA
174,United Republic of Tanzania,2009,Developing,56.9,368,91,3.97,,85,1574,2.2,135,88,3.97,85,6.4,NA,NA
175,United States of America,2009,Developed,78.5,18,26,8.71,,92,71,66.3,31,93,17,95,0.1,NA,NA
176,Uruguay,2009,Developing,76.6,118,,6.67,1871.736563,95,,6.7,1,95,8.78,95,0.1,9415.17386,3362755
177,Uzbekistan,2009,Developing,68,183,21,2.56,92.81479759,98,,4,24,99,6.31,98,0.2,1213.265328,277674
178,Vanuatu,2009,Developing,78,149,,0.83,361.0940984,62,,48.2,,66,3.9,66,0.1,2643.441423,23785
179,Venezuela (Bolivarian Republic of),2009,Developing,73.6,166,9,7.59,,84,,58.8,10,75,5.81,84,0.1,NA,NA
180,Viet Nam,2009,Developing,75,134,29,3.86,,94,6582,13.4,35,97,6.4,96,0.1,NA,NA
181,Yemen,2009,Developing,64.1,235,36,0.03,,76,130,36.4,46,76,5.32,76,0.1,NA,NA
182,Zambia,2009,Developing,57.4,368,30,2.3,143.8698873,94,26,2.2,47,93,4.73,94,9.1,1139.11233,13456417
183,Zimbabwe,2009,Developing,50,587,30,4.64,1.040021112,73,853,29,45,69,6.26,73,18.1,65.824121,1381599
