Numbers,Country,Year,Status,Life.expectancy,Adult.Mortality,infant.deaths,Alcohol,percentage.expenditure,Hepatitis.B,Measles,BMI,under.five.deaths,Polio,Total.expenditure,Diphtheria,HIV.AIDS,GDP,Population
43,Cyprus,2004,Developed,78.6,65,,13.03,1586.724172,88,,54.8,,98,6.42,98,0.1,23932.49128,1141
44,Czechia,2004,Developed,75.8,116,,13.24,,98,17,6.8,,96,6.9,98,0.1,NA,NA
45,Democratic People's Republic of Korea,2004,Developing,68.4,165,11,3.13,,98,,27.2,14,99,NA,72,0.1,NA,NA
46,Democratic Republic of the Congo,2004,Developing,53.5,323,232,1.44,,NA,44934,16.5,330,52,3.34,54,2.1,NA,NA
47,Denmark,2004,Developed,77.7,98,,11.27,6948.839868,NA,,54.4,,95,9.67,95,0.1,46511.6457,544523
48,Djibouti,2004,Developing,58.1,326,2,1.18,106.0354659,NA,71,29.8,2,64,6.76,64,4,864.184726,77752
49,Dominican Republic,2004,Developing,69.3,214,7,5.16,182.6162515,82,,47.2,8,66,4.28,79,2.1,2421.9662,912998
50,Ecuador,2004,Developing,74.4,148,8,3.65,16.37920405,88,,46.5,9,9,6.22,88,0.3,278.557892,1359647
51,Egypt,2004,Developing,69,176,57,0.16,,97,80,52.9,70,97,5.21,97,0.1,NA,NA
52,El Salvador,2004,Developing,70,215,3,2.9,398.6058322,9,,48.6,3,9,7.3,9,0.3,2632.79942,6775
53,Equatorial Guinea,2004,Developing,54.1,336,3,6.28,44.54768305,NA,38,19.8,4,48,2.4,38,4.4,685.34897,724817
54,Eritrea,2004,Developing,59.1,342,7,0.64,10.26097341,84,24,13.6,10,98,3.14,98,1.8,287.4222243,3858623
55,Estonia,2004,Developing,72.3,195,,15.07,101.1201161,9,,55.2,,95,5.13,94,0.1,885.465115,136255
56,Ethiopia,2004,Developing,55,354,217,0.86,1.506962482,NA,73,13.5,342,54,4.23,4,4.1,135.7623858,7462445
57,Fiji,2004,Developing,68.1,218,,1.63,43.99452464,99,37,54.2,,96,3.61,95,0.1,3332.918533,818354
58,Finland,2004,Developing,78.7,12,,9.89,4508.806185,NA,,57.6,,96,8.21,98,0.1,37636.11173,5228172
59,France,2004,Developing,82,94,3,13.18,5291.234786,35,4448,57,4,99,1.53,98,0.1,33874.74255,6274897
60,Gabon,2004,Developing,59.7,322,2,8.13,443.4750634,NA,63,3.3,3,44,3.26,45,11.1,5685.577736,136425
61,Gambia,2004,Developing,57.3,296,3,2.51,,95,,2.3,6,88,4.35,87,2.9,NA,NA
62,Georgia,2004,Developing,72.3,134,1,3.74,7.132564768,64,6847,48.1,1,66,8.53,78,0.1,127.367228,4245
63,Germany,2004,Developed,79.1,86,3,11.83,5842.374765,88,121,57.1,3,96,1.37,96,0.1,34165.9343,8251626
64,Ghana,2004,Developing,58.3,34,41,1.46,53.23775977,8,60,21.8,62,81,3.96,8,3.2,423.1936389,2986536
65,Greece,2004,Developing,79.2,81,,9.56,287.6124519,92,1,59.9,1,95,8.3,95,0.1,21955.149,1955141
66,Grenada,2004,Developing,73,187,,8.43,100.965873,83,,39.9,,84,5.24,83,0.1,5836.17763,NA
67,Guatemala,2004,Developing,69.6,21,15,2.4,288.4016258,NA,,43.1,18,88,6.77,87,0.4,1872.73783,12796925
68,Guinea,2004,Developing,54,334,33,0.34,18.93011259,NA,10,18.1,53,65,3.14,6,2.8,386.3288283,949229
69,Guinea-Bissau,2004,Developing,53.5,38,5,2.58,13.52999556,NA,3526,19.6,8,69,5.41,64,5,393.3138244,135345
70,Guyana,2004,Developing,65.1,237,1,7.84,1.776181042,91,,38.4,1,91,5.73,91,1.9,145.58861,751652
71,Haiti,2004,Developing,58.7,32,18,6.1,64.39853344,NA,,37.5,24,58,5.61,55,4.3,387.9429725,9119178
72,Honduras,2004,Developing,72.2,165,5,3.02,188.2499208,93,,42,7,94,7.89,94,1.2,1217.657961,724153
73,Hungary,2004,Developed,72.9,18,1,13.28,146.8608016,NA,,58.2,1,99,8.8,99,0.1,1259.5266,117146
74,Iceland,2004,Developed,88,65,,6.79,8506.101443,NA,,56.5,,99,9.59,99,0.1,46917.27216,29274
75,India,2004,Developing,64,214,1600,1.2,27.33800857,6,55443,13,2100,58,4.22,63,0.3,621.3183767,1126135777
76,Indonesia,2004,Developing,65.3,213,174,0.06,55.36107207,64,29171,18.2,237,79,2.37,71,0.1,1148.56996,223614649
77,Iran (Islamic Republic of),2004,Developing,71.8,139,28,0.01,,95,3,47.6,33,98,5.89,99,0.1,NA,NA
78,Iraq,2004,Developing,67.2,21,30,0.32,44.12059646,62,9081,51.9,37,69,5.61,74,0.1,1391.816923,2631669
79,Ireland,2004,Developed,78.3,82,,13.32,8040.220444,NA,334,54.4,,89,7.34,89,0.1,47631.6377,47262
80,Israel,2004,Developing,81,69,1,2.23,1895.342792,99,116,6.1,1,95,7.35,95,0.1,19888.172,689
81,Italy,2004,Developed,89,66,2,8.98,4270.914882,96,599,57.6,3,97,8.49,94,0.1,31174.56118,57685327
82,Jamaica,2004,Developing,73.3,165,1,3.67,192.3226305,98,,45.4,1,97,4.8,98,2.3,3719.97351,2728777
83,Japan,2004,Developed,82.1,68,3,7.7,6746.281299,NA,8752,23.8,4,97,8.3,99,0.1,37688.72234,127761
84,Jordan,2004,Developing,72.5,125,4,0.54,32.52523612,95,21,57,4,95,9.5,95,0.1,261.456882,5535595
85,Kazakhstan,2004,Developing,64.7,287,8,6.55,33.91660183,99,2204,45.8,9,99,3.95,82,0.1,2874.288291,1512985
86,Kenya,2004,Developing,53,432,72,1.43,36.29775249,73,20,15.9,112,73,4.29,73,13.2,458.8843551,3574931
87,Kiribati,2004,Developing,64.8,214,,0.48,10.6242741,67,,71.4,,61,1.39,62,0.1,113.6286,9542
88,Kuwait,2004,Developing,73.5,91,,0.02,1731.073528,94,23,65.9,1,98,2.76,98,0.1,26921.8278,NA
89,Kyrgyzstan,2004,Developing,67.1,218,4,3.41,,99,8,37.5,4,98,5.57,99,0.1,NA,NA
90,Lao People's Democratic Republic,2004,Developing,64,252,12,3.53,,45,1491,14.4,16,46,4.54,45,0.2,NA,NA
91,Latvia,2004,Developed,71,26,,8.81,80.0328375,98,,56.6,,99,6.51,99,0.1,6351.8125,2263122
92,Lebanon,2004,Developing,73.7,13,1,2.1,618.3614858,75,213,6.2,1,74,8.91,75,0.1,5424.22356,3863267
93,Lesotho,2004,Developing,44.8,666,5,1.8,67.91361818,6,31,26.9,7,89,6.96,9,34.6,781.5145936,1933728
94,Liberia,2004,Developing,54,329,12,4.24,17.85870796,NA,4,21.5,17,47,8.77,31,3.2,149.4452549,3176414
95,Libya,2004,Developing,71.5,141,2,0.01,31.80653288,99,2771,55.3,3,97,3.46,97,0.1,586.8364,NA
96,Lithuania,2004,Developed,71.6,24,,12.1,76.36187737,94,1,58.1,,9,5.67,94,0.1,676.966998,337775
97,Luxembourg,2004,Developed,78.7,92,,12.42,12372.05188,94,,56.4,,99,8.2,99,0.1,75716.3518,45895
98,Madagascar,2004,Developing,64,267,38,0.81,23.72796328,71,35558,15.4,58,74,4.89,78,0.6,245.1235876,1782997
99,Malawi,2004,Developing,45.1,615,40,1.11,58.13583343,89,1116,15.5,65,94,7.82,89,23.4,274.2256294,1267638
100,Malaysia,2004,Developing,73.2,137,3,0.49,315.6639322,94,5729,29.8,4,95,3.74,95,0.1,4955.477743,2517419
101,Maldives,2004,Developing,73.4,16,,1.6,611.9093566,97,37,17.3,,96,5.89,96,0.1,3853.33348,312
102,Mali,2004,Developing,52.8,296,58,0.49,57.11644801,73,172,17.5,103,7,6.28,69,2,439.3572924,1239196
103,Malta,2004,Developed,78.7,69,,6.53,203.3157499,85,4,64.5,,89,8.46,89,0.1,1519.5497,41268
104,Mauritania,2004,Developing,64,224,8,0.01,5.00378288,NA,5039,23.6,12,68,4.7,7,1.3,62.547286,342823
105,Mauritius,2004,Developing,71.9,168,,4.16,509.3899943,98,28,27.5,,98,4.29,98,0.1,5229.876738,12213
106,Mexico,2004,Developing,75.4,124,44,4.9,920.8284115,98,64,55.7,52,98,6.11,98,0.1,7199.59665,16995583
107,Micronesia (Federated States of),2004,Developing,67.7,179,,2.02,,8,,63.2,,82,1.64,78,0.1,NA,NA
108,Mongolia,2004,Developing,64,284,2,1.75,73.24150483,98,,41.3,2,99,5.99,99,0.1,797.8377432,2496832
109,Montenegro,2004,Developing,73.5,134,,0.01,57.12190146,NA,,55,,NA,8.45,NA,0.1,338.199535,613353
110,Morocco,2004,Developing,72,142,23,0.56,100.3638322,95,6399,48.2,27,97,5.22,97,0.1,1948.812275,3179285
111,Mozambique,2004,Developing,54,429,82,1.54,46.58195631,76,9396,18.1,120,69,5.91,83,15.9,336.3318145,231275
112,Myanmar,2004,Developing,63.5,228,66,0.44,4.15451614,39,1329,15.7,90,92,1.97,82,0.5,219.8156688,487377
113,Namibia,2004,Developing,54.7,483,3,4.8,368.2848258,NA,4,27.2,4,81,6.47,81,24,3288.257373,29228
114,Nepal,2004,Developing,64.7,218,35,0.21,31.93187316,27,12074,13.4,47,8,5.82,8,0.2,287.4156,2539449
115,Netherlands,2004,Developed,79.2,77,1,9.56,5170.130703,NA,11,55,1,98,8.52,98,0.1,39954.64222,16281779
116,New Zealand,2004,Developed,79.2,79,,9.15,442.3774869,88,33,61.5,,87,7.89,89,0.1,2542.39935,NA
117,Nicaragua,2004,Developing,71,194,4,3.81,36.81621175,79,,45.7,4,8,6.13,79,0.3,191.55157,53973
118,Niger,2004,Developing,52.9,279,56,0.11,20.86118432,NA,63057,15,118,45,6.61,43,1.6,232.5661574,1312712
119,Nigeria,2004,Developing,48.5,47,563,9.76,57.22555815,NA,31521,18.8,907,43,4.33,33,5.4,648.815852,135393616
120,Norway,2004,Developed,79.8,77,,6.22,1009.825011,NA,7,55.9,,92,9.44,92,0.1,5757.26916,459191
121,Oman,2004,Developing,74,122,1,0.61,70.46762486,99,18,48.9,1,99,2.98,99,0.1,1129.28886,NA
122,Pakistan,2004,Developing,63.7,183,364,0.01,28.98323119,65,4248,18.4,461,65,2.56,65,0.1,649.848233,15783
123,Panama,2004,Developing,75.8,123,1,5.69,527.60848,95,,49.5,2,92,8.9,95,0.2,4591.892776,3269541
124,Papua New Guinea,2004,Developing,59.9,314,11,0.58,158.001946,6,1385,4.4,15,59,8.39,62,1.5,637.3616215,6161517
125,Paraguay,2004,Developing,71.9,165,3,6.2,20.60083027,9,,42,4,92,5.78,92,0.2,148.527976,57374
126,Peru,2004,Developing,72.2,151,14,4.27,356.9393805,92,,48.1,18,81,4.56,86,0.4,2448.143899,27273194
127,Philippines,2004,Developing,67.3,218,66,4.45,13.39905105,48,3025,19.6,86,85,3.23,88,0.1,179.3715,84678493
128,Poland,2004,Developed,74.9,143,2,9.19,648.0743453,98,11,55,3,99,6.19,99,0.1,6681.178818,38182222
129,Portugal,2004,Developed,78,99,,13.45,276.0999798,94,5,53.3,1,95,9.84,95,0.1,1845.5881,1483861
130,Qatar,2004,Developing,76.6,84,,1.11,4064.743869,97,29,65,,95,3.61,96,0.1,41818.35256,NA
131,Republic of Korea,2004,Developing,78.2,89,3,9.18,,92,11,26.7,3,9,4.96,88,0.1,NA,NA
132,Republic of Moldova,2004,Developing,68,225,1,12.27,,99,4,47.9,1,98,8.49,98,0.1,NA,NA
133,Romania,2004,Developed,71.7,165,4,9.82,431.3250367,99,117,53.4,4,97,5.43,97,0.1,3552.92452,21451748
134,Russian Federation,2004,Developing,64.9,321,19,11.5,46.51559476,96,2444,55,21,98,5.19,97,0.3,412.372294,1446754
135,Rwanda,2004,Developing,53.4,397,26,6.75,31.93566186,89,386,14.9,42,89,6.24,89,7.7,236.9114381,8818438
136,Saint Lucia,2004,Developing,72.6,166,,11.93,,91,,39,,91,6.2,91,0.2,NA,NA
137,Saint Vincent and the Grenadines,2004,Developing,71.2,181,,5.42,,99,,43.8,,99,3.72,99,0.4,NA,NA
138,Samoa,2004,Developing,71.4,162,,3.62,310.6117683,54,,68.9,,26,4.45,55,0.1,2351.33814,178781
139,Sao Tome and Principe,2004,Developing,63.8,224,,5.78,9.013493879,7,,22.8,,99,9.94,96,1.6,693.345683,151969
140,Saudi Arabia,2004,Developing,73.1,12,9,0.06,816.4795082,96,1880,59.4,11,96,3.58,96,0.1,11138.8746,NA
141,Senegal,2004,Developing,59.7,247,24,0.35,66.02236299,54,31,19.1,42,87,5.68,87,0.7,733.581811,1955944
142,Serbia,2004,Developing,73,134,1,7.42,462.7076756,89,11,53.3,1,96,8.24,88,0.1,3331.228766,7463157
143,Seychelles,2004,Developing,72.1,186,,7.91,12.94324581,99,,29.2,,99,4.17,99,0.1,1176.65871,82475
144,Sierra Leone,2004,Developing,42.3,496,30,3.99,38.52454761,NA,7,18.8,47,69,11.66,65,2.1,263.145817,5439695
145,Singapore,2004,Developed,79.7,71,,1.45,204.2481892,94,96,29.9,,95,3.17,95,0.1,2745.27136,NA
146,Slovakia,2004,Developed,74.1,138,,10.03,,99,2,52.6,,99,7.21,99,0.1,NA,NA
147,Slovenia,2004,Developed,77.2,113,,10,235.3785281,NA,,53.5,,94,8.47,94,0.1,1726.9151,199712
148,Solomon Islands,2004,Developing,67.1,29,,1.18,195.5259417,81,,41.3,,89,5.64,9,0.1,818.442619,458324
149,Somalia,2004,Developing,51.2,341,49,0.01,,NA,12008,19.4,80,3,NA,3,0.9,NA,NA
150,South Africa,2004,Developing,53.7,497,55,6.96,622.043809,76,830,42.9,83,73,7.93,74,29.7,4863.51688,4717.99
151,South Sudan,2004,Developing,51.4,383,29,NA,,NA,,NA,45,NA,NA,NA,3.8,NA,7787655
152,Spain,2004,Developed,81,79,2,11.96,3715.370095,97,26,59.9,2,97,8.5,97,0.1,24918.64584,42921895
153,Sri Lanka,2004,Developing,69.1,197,6,1.56,15.35342268,62,35,16.1,10,97,4.28,97,0.1,174.6692,19228
154,Sudan,2004,Developing,59.7,278,68,1.59,37.04479956,NA,9562,NA,102,74,3.39,74,0.2,565.569459,3186341
155,Suriname,2004,Developing,68.3,214,,4.55,4.23257668,NA,,5.4,,84,6.88,85,0.9,36.48773,49363
156,Swaziland,2004,Developing,45.6,69,3,5.78,37.43857664,93,,27.4,4,88,5.88,86,50.3,2529.633557,19553
157,Sweden,2004,Developed,83,7,,6.6,5793.363644,NA,5,54.9,,99,9.9,99,0.1,42442.2245,8993531
158,Switzerland,2004,Developed,81,69,,10.55,9495.540576,NA,39,52.8,,95,1.96,93,0.1,53255.97631,7389625
159,Syrian Arab Republic,2004,Developing,73.2,131,9,0.93,10.21129783,82,189,46.8,10,84,4.48,81,0.1,148.852738,1786638
160,Tajikistan,2004,Developing,65.9,177,11,0.38,2.093721752,81,4,33,13,82,5.7,86,0.3,39.281834,6712841
161,Thailand,2004,Developing,71.6,189,14,6.17,301.3597791,96,4165,21.7,16,98,3.51,98,0.5,2659.83918,652231
162,The former Yugoslav republic of Macedonia,2004,Developing,73.5,12,,2.07,,NA,9,54.5,,95,8.64,94,0.1,NA,NA
163,Timor-Leste,2004,Developing,62.3,229,3,0.38,8.415788935,NA,41,13.2,3,57,1.31,57,0.1,467.5438297,996698
164,Togo,2004,Developing,54.9,355,15,1.01,3.989928468,NA,61,18.4,22,71,5.6,71,5.1,349.9937253,5534598
165,Tonga,2004,Developing,72.2,151,,1.8,423.2953509,9,,68.6,,91,4.87,9,0.1,2284.37858,146
166,Trinidad and Tobago,2004,Developing,69.4,19,,5.82,11.85100131,94,,36.8,,94,5.22,94,1,129.51914,129535
167,Tunisia,2004,Developing,74,15,3,1.36,379.7659054,96,1,51.4,4,97,5.63,97,0.1,3112.83529,11761
168,Turkey,2004,Developing,72,132,33,1.35,1.132766775,77,8927,56.8,39,85,5.37,85,0.1,64.72953,677855
169,Turkmenistan,2004,Developing,63.5,238,6,2.86,186.1013972,96,1,4,8,98,4.3,97,0.1,1453.917166,473398
170,Uganda,2004,Developing,51.3,485,104,9.89,36.60609252,62,141,14.2,164,58,8.9,62,8.9,288.236949,27568436
171,Ukraine,2004,Developing,67.4,267,5,6.79,180.3537859,98,146,56.1,6,99,6.61,99,1,1367.352433,474516
172,United Arab Emirates,2004,Developing,75.1,95,1,1.77,2972.448675,92,22,57,1,94,2.46,94,0.1,36161.1761,NA
173,United Kingdom of Great Britain and Northern Ireland,2004,Developed,78.8,83,4,12.22,,NA,189,6.1,4,92,7.98,92,0.1,NA,NA
174,United Republic of Tanzania,2004,Developing,51.5,454,100,3.81,,95,1419,17.7,154,95,4.1,95,10.8,NA,NA
175,United States of America,2004,Developed,77.5,111,28,8.48,,92,37,63.1,33,92,15.14,96,0.1,NA,NA
176,Uruguay,2004,Developing,75.4,122,1,5.66,882.356362,94,,57.7,1,95,11.59,94,0.1,4117.38853,332496
177,Uzbekistan,2004,Developing,67.8,183,24,1.59,34.41887163,99,75,37,29,99,5.11,99,0.3,465.1198869,2586435
178,Vanuatu,2004,Developing,69.6,169,,0.85,334.1673373,63,,44.1,,67,4.12,69,0.1,1787.94723,24143
179,Venezuela (Bolivarian Republic of),2004,Developing,73.3,161,10,7.55,,82,,55.9,11,83,4.78,86,0.1,NA,NA
180,Viet Nam,2004,Developing,74.2,136,29,2.86,,94,217,1.9,36,96,5.9,96,0.2,NA,NA
181,Yemen,2004,Developing,62.2,247,42,0.06,,43,12708,33.3,56,72,4.9,72,0.1,NA,NA
182,Zambia,2004,Developing,47.9,578,36,2.46,8.369851529,NA,35,18,59,84,7.33,83,17.6,53.2772217,11731746
183,Zimbabwe,2004,Developing,44.3,723,27,4.36,,68,31,27.1,42,67,7.13,65,33.6,454.366654,12777511
